"No","Type","Region","City,Town,Ward,Village code","Prefecture","City,Town,Ward,Village","Area","Nearest station：Name","Nearest station：Distance(minute)","Transaction-price(total)","Layout","Area(m^2)","Transaction-price(Unit price m^2)","Land shape","Frontage","Total floor area(m^2)","Year of construction","Building structure","Building use","Frontage road：Direction","Frontage road：Classification","Frontage road：Breadth(m)","City Planning","Maximus Building Coverage Ratio(%)","Maximus Floor-area Ratio(%)","Transaction period","Remarks"
348,"Residential Land(Land Only)","Residential Area","07210","Fukushima Prefecture","Nihonmatsu City","Yui","Adachi","8",40000000,"","1700",24000,"Semi-trapezoidal Shaped","50.0m or longer.","","","","","North","City Road",7.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
349,"Residential Land(Land Only)","Residential Area","07210","Fukushima Prefecture","Nihonmatsu City","Yui","Adachi","1",8500000,"","380",22000,"Irregular Shaped","","","","","","South","City Road",6.5,"Category 1 Residential District",60,200,"2nd quarter 2014","Dealings including private road"
350,"Residential Land(Land Only)","Residential Area","07210","Fukushima Prefecture","Nihonmatsu City","Yui","Adachi","3",3800000,"","330",12000,"Irregular Shaped","44.5","","","","","East","City Road",4.0,"Urbanization Control Area",,,"2nd quarter 2014",""
351,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakuouchi","Kashima","30-60minutes",3400000,"","660",5100,"Rectangular Shaped","20.5","","","","","East","City Road",7.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
352,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakukashima","Kashima","6",1900000,"","125",15000,"Semi-rectangular Shaped","8.0","","","","","Southeast","City Road",5.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
353,"Residential Land(Land and Building)","Commercial Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakukashima","Kashima","4",6000000,"","370",,"Semi-rectangular Shaped","8.0","120","","W","House","Northeast","Prefectural Road",9.0,"Near Commercial District",80,200,"2nd quarter 2014",""
354,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakukashima","Kashima","12",6200000,"","660",9500,"Semi-rectangular Shaped","20.0","","","","","West","City Road",9.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
355,"Residential Land(Land and Building)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakukitaebi","Kashima","1H-1H30",9000000,"","590",,"Irregular Shaped","14.0","130","2004","W","House","North","City Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
356,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakukitaebi","Kashima","30-60minutes",4000000,"","570",7000,"Semi-rectangular Shaped","23.5","","","","","South","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
357,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakukitaebi","Kashima","30-60minutes",4000000,"","600",6800,"Rectangular Shaped","25.5","","","","","South","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
358,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakukitaebi","Kashima","30-60minutes",3300000,"","510",6400,"Semi-rectangular Shaped","19.5","","","","","South","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
359,"Residential Land(Land and Building)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakuterauchi","Kashima","10",3500000,"","220",,"Semi-trapezoidal Shaped","17.0","165","1979","S","Warehouse","Southeast","Prefectural Road",12.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
360,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakuterauchi","Kashima","28",1500000,"","880",1700,"Irregular Shaped","","","","","","North","Private Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
361,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakuterauchi","Kashima","30-60minutes",6400000,"","660",9600,"Semi-rectangular Shaped","20.0","","","","","Northeast","City Road",7.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
362,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Kashimakuterauchi","Kashima","30-60minutes",11000000,"","1200",9400,"Semi-rectangular Shaped","24.0","","","","","Northeast","City Road",7.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
363,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikuokido","Haranomachi","30-60minutes",7700000,"","370",21000,"Rectangular Shaped","16.0","","","","","Southeast","Private Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
364,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikuokido","Haranomachi","30-60minutes",3000000,"","260",11000,"Semi-shaped","15.0","","","","","Northeast","Private Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
365,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikuogawacho","Haranomachi","23",4500000,"","990",4600,"Rectangular Shaped","37.0","","","","","North","City Road",5.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
366,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikukaibama","Haranomachi","30-60minutes",14000000,"","990",14000,"Semi-rectangular Shaped","28.0","","","","","North","City Road",10.3,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
367,"Residential Land(Land and Building)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikukamiota","Haranomachi","30-60minutes",28000000,"","510",,"Rectangular Shaped","30.0","110","","","House","Northwest","Private Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
368,"Forest Land","","07212","Fukushima Prefecture","Minamisoma City","Haramachikukamiota","","",2500000,"","3300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
369,"Residential Land(Land and Building)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikukunimicho","Haranomachi","30-60minutes",14000000,"","270",,"Semi-square Shaped","16.5","95","1982","W","House","South","City Road",5.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
370,"Residential Land(Land Only)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikusakuraicho","Haranomachi","18",7000000,"","280",25000,"Rectangular Shaped","19.0","","","","","East","City Road",6.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
371,"Residential Land(Land and Building)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikunishimachi","Haranomachi","22",9000000,"","460",,"Semi-rectangular Shaped","","120","","W","House","East","City Road",4.2,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
372,"Residential Land(Land and Building)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikuhashimotocho","Haranomachi","17",8000000,"","250",,"Semi-square Shaped","11.8","85","1979","W","House","North","Private Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014","Dealings including private road"
373,"Residential Land(Land and Building)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikubaba","Haranomachi","30-60minutes",24000000,"","290",,"Semi-rectangular Shaped","15.0","100","2005","W","House","Southeast","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
374,"Residential Land(Land and Building)","Residential Area","07212","Fukushima Prefecture","Minamisoma City","Haramachikuhonjimmae","Haranomachi","30-60minutes",20000000,"","350",,"Semi-rectangular Shaped","17.5","130","1992","W","House","Northeast","City Road",5.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
375,"Residential Land(Land and Building)","Residential Area","07213","Fukushima Prefecture","Date City","Aramachi","Higashifukushima","24",17000000,"","165",,"Semi-shaped","14.0","95","1985","W","House","North","City Road",6.0,"Exclusive Industrial District",60,200,"2nd quarter 2014",""
376,"Residential Land(Land Only)","Residential Area","07213","Fukushima Prefecture","Date City","Kutsugata","Date","4",4300000,"","170",25000,"Semi-square Shaped","13.2","","","","","East","Road",3.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
377,"Residential Land(Land Only)","Residential Area","07213","Fukushima Prefecture","Date City","Tsukahata","Date","23",2000000,"","90",22000,"Irregular Shaped","28.0","","","","","North","Road",6.0,"Industrial District",60,200,"2nd quarter 2014",""
378,"Residential Land(Land Only)","Residential Area","07213","Fukushima Prefecture","Date City","Tsukahata","Date","23",9000000,"","490",18000,"Irregular Shaped","28.0","","","","","North","Road",6.0,"Industrial District",60,200,"2nd quarter 2014",""
379,"Agricultural Land","","07213","Fukushima Prefecture","Date City","Tsukidatemachimiyoda","","",350000,"","690",,"","","","","","","","",,"",,,"2nd quarter 2014",""
380,"Residential Land(Land and Building)","Industrial Area","07213","Fukushima Prefecture","Date City","Fushiguro","Date","29",48000000,"","2,000 m^2 or greater.",,"Semi-shaped","42.8","35","1985","B","Warehouse","North","City Road",10.3,"Exclusive Industrial District",60,200,"2nd quarter 2014",""
381,"Residential Land(Land and Building)","Residential Area","07213","Fukushima Prefecture","Date City","Hobaramachi","Hobara","18",22000000,"","610",,"Irregular Shaped","32.5","670","1973","RC","Housing Complex","West","City Road",2.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
382,"Residential Land(Land Only)","Residential Area","07213","Fukushima Prefecture","Date City","Minamibori","Fukushima (Fukushima)","11",6000000,"","200",30000,"Semi-trapezoidal Shaped","16.0","","","","","Southwest","City Road",3.3,"Category 1 Residential District",60,200,"2nd quarter 2014",""
383,"Residential Land(Land Only)","Residential Area","07213","Fukushima Prefecture","Date City","Yanagawamachi","Yanagawa (Fukushima)","19",7300000,"","200",36000,"Rectangular Shaped","12.5","","","","","East","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
384,"Residential Land(Land and Building)","Residential Area","07213","Fukushima Prefecture","Date City","Yanagawamachi","Yanagawakibonomorikoenmae","19",2000000,"","340",,"Irregular Shaped","14.5","135","1965","W","House","West","City Road",4.5,"Urbanization Control Area",,,"2nd quarter 2014",""
385,"Residential Land(Land Only)","Residential Area","07213","Fukushima Prefecture","Date City","Yanagawamachi","Yanagawakibonomorikoenmae","14",5800000,"","420",14000,"Semi-rectangular Shaped","","","","","","Southwest","City Road",3.6,"Category 1 Residential District",60,200,"2nd quarter 2014",""
386,"Residential Land(Land Only)","Residential Area","07213","Fukushima Prefecture","Date City","Yanagawamachiaobacho","Yanagawa (Fukushima)","2",6100000,"","200",30000,"Irregular Shaped","10.5","","","","","West","Private Road",4.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
387,"Residential Land(Land and Building)","Residential Area","07213","Fukushima Prefecture","Date City","Yanagawamachihosoya","Nitta (Fukushima)","26",11000000,"","1700",,"Irregular Shaped","47.5","","","","","South","City Road",5.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",,,"2nd quarter 2014",""
388,"Residential Land(Land Only)","Residential Area","07213","Fukushima Prefecture","Date City","Ryozemmachikakeda","Fukushima (Fukushima)","2H-",10000000,"","1900",5200,"Irregular Shaped","50.0m or longer.","","","","","East","Prefectural Road",11.0,"Category 1 Residential District",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
389,"Residential Land(Land and Building)","Residential Area","07213","Fukushima Prefecture","Date City","Ryozemmachikakeda","Fukushima (Fukushima)","2H-",5700000,"","490",,"Irregular Shaped","20.0","500","1978","LS","Factory, Office, Workshop","East","City Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
390,"Residential Land(Land Only)","Residential Area","07213","Fukushima Prefecture","Date City","Ryozemmachikakeda","Fukushima (Fukushima)","2H-",14000000,"","1500",9600,"Irregular Shaped","20.0","","","","","East","City Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
391,"Residential Land(Land and Building)","Residential Area","07214","Fukushima Prefecture","Motomiya City","Nukazawa","Motomiya (Fukushima)","1H-1H30",18000000,"","1200",,"Irregular Shaped","15.0","165","1995","W","House","South","City Road",4.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
392,"Residential Land(Land Only)","Residential Area","07214","Fukushima Prefecture","Motomiya City","Nukazawa","Motomiya (Fukushima)","30-60minutes",2300000,"","440",5200,"Semi-trapezoidal Shaped","25.0","","","","","West","City Road",3.7,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
393,"Agricultural Land","","07301","Fukushima Prefecture","Kori Town,Date County","Oaza Shimogoori","","",31000,"","105",,"","","","","","","","",,"",,,"2nd quarter 2014",""
394,"Agricultural Land","","07301","Fukushima Prefecture","Kori Town,Date County","Oaza Danzaki","","",230000,"","440",,"","","","","","","","",,"",,,"2nd quarter 2014",""
395,"Agricultural Land","","07301","Fukushima Prefecture","Kori Town,Date County","Oaza Danzaki","","",900000,"","1100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
396,"Residential Land(Land and Building)","Residential Area","07301","Fukushima Prefecture","Kori Town,Date County","(No Address)","Kori","12",27000000,"","270",,"Semi-shaped","22.0","70","1971","W","House","Northwest","Town Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
397,"Residential Land(Land Only)","Residential Area","07303","Fukushima Prefecture","Kunimi Town,Date County","Oaza Yamazaki","Fujita","7",8800000,"","370",24000,"Semi-shaped","20.5","","","","","East","City Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
398,"Residential Land(Land and Building)","Residential Area","07308","Fukushima Prefecture","Kawamata Town,Date County","(No Address)","Matsukawa","2H-",5800000,"","340",,"Semi-shaped","13.5","130","1973","W","House","West","Town Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
399,"Residential Land(Land and Building)","Industrial Area","07322","Fukushima Prefecture","Otama Village,Adachi County","Oyama","Motomiya (Fukushima)","30-60minutes",39000000,"","2,000 m^2 or greater.",,"Semi-square Shaped","","1000","1976","S, W","Factory","North","Village Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
400,"Forest Land","","07322","Fukushima Prefecture","Otama Village,Adachi County","Oyama","","",300000,"","3500",,"","","","","","","","",,"",,,"2nd quarter 2014",""
401,"Residential Land(Land Only)","Residential Area","07342","Fukushima Prefecture","Kagamiishi Town,Iwase County","Okanouchi","Kagamiishi","14",5900000,"","270",22000,"Irregular Shaped","15.5","","","","","East","Town Road",5.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
402,"Residential Land(Land Only)","Residential Area","07342","Fukushima Prefecture","Kagamiishi Town,Iwase County","Okanouchi","Kagamiishi","15",6000000,"","270",23000,"Semi-rectangular Shaped","21.0","","","","","West","Town Road",5.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
403,"Residential Land(Land Only)","Residential Area","07342","Fukushima Prefecture","Kagamiishi Town,Iwase County","Sakai","Kagamiishi","15",5000000,"","200",25000,"Irregular Shaped","14.0","","","","","Southwest","Town Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
404,"Residential Land(Land and Building)","Residential Area","07342","Fukushima Prefecture","Kagamiishi Town,Iwase County","Sakai","Kagamiishi","16",19000000,"","220",,"Rectangular Shaped","12.0","95","2014","W","House","Northeast","Town Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
405,"Residential Land(Land and Building)","Residential Area","07342","Fukushima Prefecture","Kagamiishi Town,Iwase County","Fujinuma","Kagamiishi","10",6800000,"","300",,"Irregular Shaped","25.0","50","","W","House","Southeast","Town Road",12.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
406,"Forest Land","","07344","Fukushima Prefecture","Ten-ei Village,Iwase County","Oaza Ogawa","","",1500000,"","3700",,"","","","","","","","",,"",,,"2nd quarter 2014",""
407,"Residential Land(Land Only)","Residential Area","07344","Fukushima Prefecture","Ten-ei Village,Iwase County","Oaza Tarao","Shinshirakawa","2H-",2500000,"","1000",2500,"Semi-rectangular Shaped","22.0","","","","","Southwest","Village Road",10.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
408,"Agricultural Land","","07362","Fukushima Prefecture","Shimogo Town,Minamiaizu County","Oaza Sawada","","",400000,"","820",,"","","","","","","","",,"",,,"2nd quarter 2014",""
409,"Residential Land(Land Only)","Residential Area","07367","Fukushima Prefecture","Tadami Town,Minamiaizu County","Oaza Tadami","Tadami","12",5000000,"","900",5500,"Irregular Shaped","23.5","","","","","Southwest","Town Road",6.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
410,"Residential Land(Land and Building)","Residential Area","07367","Fukushima Prefecture","Tadami Town,Minamiaizu County","Oaza Nagahama","Tadami","2H-",11000000,"","880",,"Irregular Shaped","37.0","210","1982","W","House","South","Town Road",5.5,"Outside Urban Planning Area",,,"2nd quarter 2014",""
411,"Forest Land","","07367","Fukushima Prefecture","Tadami Town,Minamiaizu County","Oaza Nagahama","","",380000,"","2600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
412,"Forest Land","","07367","Fukushima Prefecture","Tadami Town,Minamiaizu County","Oaza Nagahama","","",78000,"","530",,"","","","","","","","",,"",,,"2nd quarter 2014",""
413,"Forest Land","","07367","Fukushima Prefecture","Tadami Town,Minamiaizu County","Oaza Nagahama","","",510000,"","3400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
414,"Residential Land(Land and Building)","Residential Area","07367","Fukushima Prefecture","Tadami Town,Minamiaizu County","Oaza Narato","Tadami","14",6000000,"","790",,"Irregular Shaped","21.0","640","1979","W","Shop, Other","West","National Highway",9.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
415,"Agricultural Land","","07367","Fukushima Prefecture","Tadami Town,Minamiaizu County","Oaza Narato","","",500000,"","500",,"","","","","","","","",,"",,,"2nd quarter 2014",""
416,"Residential Land(Land Only)","Residential Area","07368","Fukushima Prefecture","Minamiaizu Town,Minamiaizu County","Ohashi","Aizutajima","2H-",1800000,"","690",2500,"Semi-shaped","30.0","","","","","Southwest","Town Road",5.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
417,"Agricultural Land","","07368","Fukushima Prefecture","Minamiaizu Town,Minamiaizu County","Tabe","","",220000,"","770",,"","","","","","","","",,"",,,"2nd quarter 2014",""
418,"Forest Land","","07368","Fukushima Prefecture","Minamiaizu Town,Minamiaizu County","Noshito","","",300000,"","610",,"","","","","","","","",,"",,,"2nd quarter 2014",""
419,"Residential Land(Land Only)","Residential Area","07402","Fukushima Prefecture","Kitashiobara Village,Yama County","Oaza Kitayama","Kitakata","1H30-2H",3600000,"","240",15000,"Square Shaped","15.5","","","","","South","Village Road",6.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
420,"Residential Land(Land and Building)","Residential Area","07402","Fukushima Prefecture","Kitashiobara Village,Yama County","Oaza Hibara","Inawashiro","2H-",9800000,"","1200",,"Semi-shaped","","100","2004","W","House","Northwest","Private Road",3.7,"Outside Urban Planning Area",,,"2nd quarter 2014",""
421,"Agricultural Land","","07402","Fukushima Prefecture","Kitashiobara Village,Yama County","Oaza Hibara","","",620000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
422,"Agricultural Land","","07421","Fukushima Prefecture","Aizubange Town,Kawanuma County","Oaza Kanagami","","",980000,"","980",,"","","","","","","","",,"",,,"2nd quarter 2014",""
423,"Agricultural Land","","07421","Fukushima Prefecture","Aizubange Town,Kawanuma County","Oaza Kanagami","","",3000000,"","3000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
424,"Residential Land(Land and Building)","Residential Area","07421","Fukushima Prefecture","Aizubange Town,Kawanuma County","Oaza Ketanomiya","Todera","9",5000000,"","460",,"Irregular Shaped","18.0","90","1995","W","House","Southeast","Prefectural Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
425,"Agricultural Land","","07421","Fukushima Prefecture","Aizubange Town,Kawanuma County","Oaza Mimyo","","",910000,"","910",,"","","","","","","","",,"",,,"2nd quarter 2014",""
426,"Residential Land(Land and Building)","Residential Area","07421","Fukushima Prefecture","Aizubange Town,Kawanuma County","(No Address)","Aizubange","16",1300000,"","165",,"Rectangular Shaped","","110","1973","","","No facing road","",,"Category 1 Residential District",60,200,"2nd quarter 2014",""
427,"Residential Land(Land Only)","Residential Area","07421","Fukushima Prefecture","Aizubange Town,Kawanuma County","(No Address)","Aizubange","18",9500000,"","860",11000,"Rectangular Shaped","17.0","","","","","Southwest","Town Road",6.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
428,"Residential Land(Land and Building)","Residential Area","07421","Fukushima Prefecture","Aizubange Town,Kawanuma County","(No Address)","Aizubange","9",16000000,"","990",,"Rectangular Shaped","18.0","300","1982","S","House","East","Town Road",3.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
429,"Residential Land(Land Only)","Commercial Area","07421","Fukushima Prefecture","Aizubange Town,Kawanuma County","(No Address)","Aizubange","9",27000000,"","660",41000,"Semi-rectangular Shaped","15.0","","","","","North","Access Road",20.0,"Category 2 Residential District",60,200,"2nd quarter 2014",""
430,"Residential Land(Land Only)","Commercial Area","07421","Fukushima Prefecture","Aizubange Town,Kawanuma County","(No Address)","Aizubange","7",20000000,"","420",48000,"Semi-rectangular Shaped","18.0","","","","","East","City Road",17.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
431,"Agricultural Land","","07447","Fukushima Prefecture","Aizumisato Town,Onuma County","Asahiterairi","","",100000,"","210",,"","","","","","","","",,"",,,"2nd quarter 2014",""
432,"Agricultural Land","","07447","Fukushima Prefecture","Aizumisato Town,Onuma County","Sakaino","","",1800000,"","2900",,"","","","","","","","",,"",,,"2nd quarter 2014",""
433,"Agricultural Land","","07447","Fukushima Prefecture","Aizumisato Town,Onuma County","Shin-yashiki","","",920000,"","2100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
434,"Agricultural Land","","07447","Fukushima Prefecture","Aizumisato Town,Onuma County","Tachiishida","","",300000,"","760",,"","","","","","","","",,"",,,"2nd quarter 2014",""
435,"Residential Land(Land Only)","Residential Area","07447","Fukushima Prefecture","Aizumisato Town,Onuma County","(No Address)","Aizutakada","13",170000,"","125",1300,"Semi-rectangular Shaped","","","","","","East","Road",2.5,"Category 1 Exclusive Low Rise Residential District",50,100,"2nd quarter 2014",""
436,"Residential Land(Land Only)","Residential Area","07447","Fukushima Prefecture","Aizumisato Town,Onuma County","(No Address)","Aizuhongo","10",7000000,"","1200",5900,"Semi-rectangular Shaped","12.0","","","","","Southeast","Prefectural Road",8.2,"Category 1 Residential District",60,200,"2nd quarter 2014",""
437,"Agricultural Land","","07447","Fukushima Prefecture","Aizumisato Town,Onuma County","(No Address)","","",700000,"","1600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
438,"Residential Land(Land Only)","Residential Area","07461","Fukushima Prefecture","Nishigo Village,Nishishirakawa County","Oaza Odakura","Shinshirakawa","30-60minutes",250000,"","480",520,"Semi-trapezoidal Shaped","20.0","","","","","Southwest","Village Road",3.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
439,"Residential Land(Land Only)","Residential Area","07461","Fukushima Prefecture","Nishigo Village,Nishishirakawa County","Oaza Odakura","Shinshirakawa","30-60minutes",15000000,"","1500",10000,"Irregular Shaped","49.0","","","","","Southeast","Prefectural Road",11.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
440,"Residential Land(Land Only)","Residential Area","07461","Fukushima Prefecture","Nishigo Village,Nishishirakawa County","Oaza Odakura","Shinshirakawa","30-60minutes",9500000,"","1600",5800,"Irregular Shaped","50.0m or longer.","","","","","East","Private Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
441,"Residential Land(Land and Building)","Residential Area","07461","Fukushima Prefecture","Nishigo Village,Nishishirakawa County","Oaza Habuto","Shinshirakawa","1H-1H30",21000000,"","2,000 m^2 or greater.",,"Irregular Shaped","50.0m or longer.","730","1989","S","Factory, Office, Warehouse","Southeast","Prefectural Road",7.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",50,200,"2nd quarter 2014",""
442,"Forest Land","","07461","Fukushima Prefecture","Nishigo Village,Nishishirakawa County","Oaza Mabune","","",1700000,"","2900",,"","","","","","","","",,"",,,"2nd quarter 2014",""
443,"Residential Land(Land Only)","Residential Area","07464","Fukushima Prefecture","Izumizaki Village,Nishishirakawa County","Oaza Izumizaki","Izumizaki","30-60minutes",13000000,"","450",30000,"Rectangular Shaped","21.0","","","","","Southeast","Village Road",12.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
444,"Forest Land","","07464","Fukushima Prefecture","Izumizaki Village,Nishishirakawa County","Oaza Otagawa","","",100000,"","780",,"","","","","","","","",,"",,,"2nd quarter 2014",""
445,"Residential Land(Land and Building)","Residential Area","07464","Fukushima Prefecture","Izumizaki Village,Nishishirakawa County","Oaza Kitahirayama","Izumizaki","30-60minutes",11000000,"","370",,"Semi-shaped","","130","2005","W","House","Southwest","Private Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
446,"Residential Land(Land and Building)","Residential Area","07464","Fukushima Prefecture","Izumizaki Village,Nishishirakawa County","Oaza Sekiwagu","Izumizaki","30-60minutes",7500000,"","330",,"Rectangular Shaped","16.0","110","1990","W","House","Southwest","Village Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
447,"Residential Land(Land and Building)","Residential Area","07464","Fukushima Prefecture","Izumizaki Village,Nishishirakawa County","Oaza Sekiwagu","Izumizaki","30-60minutes",13000000,"","480",,"Semi-shaped","26.0","120","1992","W","House","Southeast","Village Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
448,"Residential Land(Land Only)","Potential Residential Area","07465","Fukushima Prefecture","Nakajima Village,Nishishirakawa County","Oaza Nametsu","Izumizaki","1H30-2H",6900000,"","2,000 m^2 or greater.",2400,"Irregular Shaped","50.0m or longer.","","","","","South","Town Road",12.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
449,"Residential Land(Land Only)","Potential Residential Area","07465","Fukushima Prefecture","Nakajima Village,Nishishirakawa County","Oaza Nametsu","Izumizaki","1H30-2H",4100000,"","1700",2400,"Irregular Shaped","","","","","","No facing road","",,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
450,"Residential Land(Land Only)","Potential Residential Area","07465","Fukushima Prefecture","Nakajima Village,Nishishirakawa County","Oaza Nametsu","Izumizaki","1H30-2H",1800000,"","740",2400,"Irregular Shaped","33.0","","","","","East","Road",1.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
