"No","Type","Region","City,Town,Ward,Village code","Prefecture","City,Town,Ward,Village","Area","Nearest station：Name","Nearest station：Distance(minute)","Transaction-price(total)","Layout","Area(m^2)","Transaction-price(Unit price m^2)","Land shape","Frontage","Total floor area(m^2)","Year of construction","Building structure","Building use","Frontage road：Direction","Frontage road：Classification","Frontage road：Breadth(m)","City Planning","Maximus Building Coverage Ratio(%)","Maximus Floor-area Ratio(%)","Transaction period","Remarks"
165,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Ejiri","Asahigaoka (Toyama)","6",4400000,"","150",29000,"Semi-rectangular Shaped","8.8","","","","","Northeast","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
166,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Ejiri","Shiminbyoinmae (Toyama)","2",1500000,"","80",,"Rectangular Shaped","6.4","75","1976","W","House","Southeast","City Road",4.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
167,"Agricultural Land","","16202","Toyama Prefecture","Takaoka City","Ota","","",1000000,"","260",,"","","","","","","","",,"",,,"2nd quarter 2014",""
168,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Otsubomachi","Etchunakagawa","18",4500000,"","160",,"Rectangular Shaped","5.0","220","1979","W","House","Northwest","City Road",9.0,"Near Commercial District",80,300,"2nd quarter 2014",""
169,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Ogino","Nomachi","15",3300000,"","115",29000,"Semi-trapezoidal Shaped","14.0","","","","","West","Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
170,"Agricultural Land","","16202","Toyama Prefecture","Takaoka City","Odake","","",7400000,"","2400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
171,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Kamizeki","Takaoka","21",42000000,"","610",,"Trapezoidal Shaped","18.1","420","2006","W","Housing Complex","West","City Road",4.2,"Category 1 Residential District",60,200,"2nd quarter 2014",""
172,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Kamimakino","Shogawaguchi","23",1800000,"","175",10000,"Semi-rectangular Shaped","10.0","","","","","Northwest","City Road",5.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
173,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Kamimakino","Rokudoji","24",7900000,"","250",32000,"Semi-trapezoidal Shaped","21.5","","","","","East","City Road",7.0,"Category 1 Exclusive Mid-high Rise Residential District",50,200,"2nd quarter 2014",""
174,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Kamojimamachi","Takaoka","11",2000000,"","55",,"Rectangular Shaped","4.5","90","1965","W","House","Southwest","City Road",2.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
175,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Kawarahommachi","Takaoka","15",900000,"","40",,"Semi-rectangular Shaped","3.6","","","","","North","City Road",5.0,"Near Commercial District",80,300,"2nd quarter 2014",""
176,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Kyoden","Takaoka","16",16000000,"","240",68000,"Rectangular Shaped","10.0","","","","","North","City Road",6.0,"Category 2 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
177,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Sano","Takaoka","30-60minutes",14000000,"","340",40000,"Semi-rectangular Shaped","12.5","","","","","Northwest","City Road",13.0,"Urbanization Control Area",70,400,"2nd quarter 2014",""
178,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","San-yoshi","Takaoka","30-60minutes",11000000,"","430",26000,"Semi-rectangular Shaped","14.0","","","","","East","City Road",4.7,"Category 1 Residential District",60,200,"2nd quarter 2014",""
179,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Shimizumachi","Takaoka","11",400000,"","65",,"Irregular Shaped","4.8","50","1964","W","House","Northwest","City Road",2.8,"Category 1 Residential District",60,200,"2nd quarter 2014",""
180,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Shimizumachi","Takaoka","15",3300000,"","155",22000,"Rectangular Shaped","6.0","","","","","Northwest","City Road",5.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
181,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Shimizumachi","Takaoka","15",2300000,"","125",19000,"Rectangular Shaped","5.0","","","","","Northwest","City Road",5.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
182,"Residential Land(Land Only)","Potential Residential Area","16202","Toyama Prefecture","Takaoka City","Shimokuroda","Takaoka","25",2500000,"","100",25000,"Trapezoidal Shaped","7.5","","","","","North","City Road",20.0,"Urbanization Control Area",70,400,"2nd quarter 2014",""
183,"Residential Land(Land Only)","Potential Residential Area","16202","Toyama Prefecture","Takaoka City","Shimokuroda","Takaoka","25",2500000,"","100",25000,"Trapezoidal Shaped","7.5","","","","","North","City Road",20.0,"Urbanization Control Area",70,400,"2nd quarter 2014",""
184,"Residential Land(Land Only)","Potential Residential Area","16202","Toyama Prefecture","Takaoka City","Shimokuroda","Takaoka","25",5800000,"","230",25000,"Semi-trapezoidal Shaped","42.0","","","","","North","City Road",20.0,"Urbanization Control Area",70,400,"2nd quarter 2014",""
185,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Joto","Takaoka","20",8000000,"","200",40000,"Rectangular Shaped","9.0","","","","","Southeast","City Road",5.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
186,"Residential Land(Land and Building)","Commercial Area","16202","Toyama Prefecture","Takaoka City","Suehiromachi","Takaoka","4",2000000,"","90",,"Irregular Shaped","10.0","125","1980","S","Shop","Southeast","City Road",2.3,"Commercial District",80,400,"2nd quarter 2014",""
187,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Tsunekuni","Toide","30-60minutes",12000000,"","450",27000,"Semi-rectangular Shaped","11.6","","","","","East","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
188,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Naimen","Takaoka","28",8000000,"","430",19000,"Trapezoidal Shaped","18.0","","","","","Northwest","City Road",5.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
189,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Nakada","Toide","30-60minutes",5000000,"","420",12000,"Semi-rectangular Shaped","15.0","","","","","West","City Road",4.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
190,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Nakada","Toide","30-60minutes",3700000,"","200",18000,"Rectangular Shaped","9.0","","","","","West","City Road",16.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
191,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Nakaho","Nishitakaoka","6",7800000,"","250",31000,"Semi-trapezoidal Shaped","15.5","","","","","East","Private Road",6.0,"Industrial District",60,200,"2nd quarter 2014",""
192,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Nakaho","Nishitakaoka","7",4100000,"","270",15000,"Rectangular Shaped","10.9","","","","","North","City Road",4.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
193,"Residential Land(Land Only)","Industrial Area","16202","Toyama Prefecture","Takaoka City","Nomachihigashi","Nomachi","13",12000000,"","700",17000,"Rectangular Shaped","17.0","","","","","Southeast","City Road",8.0,"Industrial District",60,200,"2nd quarter 2014",""
194,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Nomachiminami","Nomachi","9",26000000,"","740",36000,"Rectangular Shaped","22.0","","","","","Northwest","City Road",7.3,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
195,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Nomura","Takaoka","29",6800000,"","155",44000,"Rectangular Shaped","11.0","","","","","Southeast","City Road",8.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
196,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Nomura","Takaoka","29",7000000,"","210",,"Semi-square Shaped","15.0","165","1982","W","House","South","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
197,"Residential Land(Land and Building)","Commercial Area","16202","Toyama Prefecture","Takaoka City","Habiro","Takaoka","26",25000000,"","280",,"Irregular Shaped","11.5","270","1996","S","Housing Complex","South","City Road",11.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
198,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Higashikamizeki","Takaoka","9",11000000,"","195",59000,"Trapezoidal Shaped","7.7","","","","","West","City Road",6.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
199,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Higashikamizeki","Takaoka","8",31000000,"","210",,"Irregular Shaped","11.0","250","1989","S","Housing Complex","East","City Road",22.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
200,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Himeno","Nakashinminato","4",2100000,"","125",,"Semi-shaped","5.5","90","1967","W","House","East","City Road",6.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
201,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Himeno","Nakashinminato","8",7000000,"","180",,"Rectangular Shaped","11.2","90","2001","W","House","East","City Road",6.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
202,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Himeno","Nakashinminato","7",3000000,"","160",19000,"Rectangular Shaped","7.5","","","","","North","City Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
203,"Residential Land(Land and Building)","Industrial Area","16202","Toyama Prefecture","Takaoka City","Fukuokamachitsuchiya","Fukuoka(Toyama)","20",25000000,"","2,000 m^2 or greater.",,"Semi-trapezoidal Shaped","50.0m or longer.","750","2001","S","Other","Southeast","City Road",12.6,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
204,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Fukuokamachifukuokashin","Fukuoka(Toyama)","13",5300000,"","200",26000,"Trapezoidal Shaped","12.0","","","","","West","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
205,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Fushikikofumotomachi","Fushiki","19",5000000,"","185",,"Rectangular Shaped","15.9","105","1980","W","House","North","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",40,60,"2nd quarter 2014",""
206,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Fushikihommachi","Fushiki","9",4000000,"","260",,"Trapezoidal Shaped","19.0","160","","W","House","South","City Road",4.2,"Category 1 Residential District",60,200,"2nd quarter 2014",""
207,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Fushikihommachi","Fushiki","11",8000000,"","260",,"Irregular Shaped","18.5","160","1983","W","House","South","City Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
208,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Fushikiyata","Fushiki","26",5000000,"","330",15000,"Irregular Shaped","15.0","","","","","Northwest","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",40,60,"2nd quarter 2014",""
209,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Fushikiyata","Fushiki","26",9800000,"","185",,"Rectangular Shaped","12.4","120","1987","W","House","Northeast","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",40,60,"2nd quarter 2014",""
210,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Furujozuka","Takaoka","26",4300000,"","80",,"Semi-rectangular Shaped","10.0","90","1976","S","House","East","Private Road",3.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
211,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Hommachi","Takaoka","15",1500000,"","100",15000,"Rectangular Shaped","5.0","","","","","Southeast","City Road",6.5,"Commercial District",80,400,"2nd quarter 2014",""
212,"Pre-owned Condominiums, etc.","","16202","Toyama Prefecture","Takaoka City","Marunouchi","Takaoka","23",6400000,"2LDK","60",,"","","","1990","SRC","House","","",,"Commercial District",80,400,"2nd quarter 2014","Dealings of non-redecorating real estate"
213,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Yonejima","Nomachi","10",1300000,"","100",,"Rectangular Shaped","5.7","","","","","Southwest","City Road",5.8,"Industrial District",60,200,"2nd quarter 2014",""
214,"Residential Land(Land Only)","Industrial Area","16202","Toyama Prefecture","Takaoka City","Yonejima","Nomachi","11",7600000,"","830",9100,"Rectangular Shaped","11.0","","","","","Southeast","City Road",6.0,"Industrial District",60,200,"2nd quarter 2014",""
215,"Residential Land(Land Only)","Industrial Area","16202","Toyama Prefecture","Takaoka City","Yonejima","Nomachi","11",1400000,"","155",9100,"Rectangular Shaped","9.5","","","","","Southeast","City Road",6.0,"Industrial District",60,200,"2nd quarter 2014",""
216,"Residential Land(Land Only)","Industrial Area","16202","Toyama Prefecture","Takaoka City","Yonejima","Nomachi","16",4500000,"","500",9100,"Rectangular Shaped","10.0","","","","","Northwest","City Road",6.0,"Industrial District",60,200,"2nd quarter 2014",""
217,"Residential Land(Land Only)","Residential Area","16202","Toyama Prefecture","Takaoka City","Rengeji","Takaoka","30-60minutes",4800000,"","190",26000,"Rectangular Shaped","10.8","","","","","West","City Road",5.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
218,"Residential Land(Land and Building)","Residential Area","16202","Toyama Prefecture","Takaoka City","Rokke","Nishitakaoka","23",8000000,"","330",,"Semi-rectangular Shaped","9.0","115","1973","W","House","Northwest","Prefectural Road",8.5,"Urbanization Control Area",70,400,"2nd quarter 2014",""
219,"Residential Land(Land Only)","Residential Area","16204","Toyama Prefecture","Uozu City","Sanda","Uozu","25",8300000,"","220",37000,"Semi-rectangular Shaped","13.4","","","","","South","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
220,"Residential Land(Land Only)","Residential Area","16204","Toyama Prefecture","Uozu City","Shinkanaya","Uozu","7",6200000,"","175",35000,"Rectangular Shaped","7.6","","","","","North","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
221,"Residential Land(Land Only)","Residential Area","16204","Toyama Prefecture","Uozu City","Shinkanaya","Uozu","10",2000000,"","85",23000,"Irregular Shaped","7.5","","","","","Southeast","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
222,"Residential Land(Land and Building)","Residential Area","16204","Toyama Prefecture","Uozu City","Daikoji","Uozu","14",8000000,"","400",,"Semi-rectangular Shaped","17.0","120","1967","W","House","West","Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
223,"Residential Land(Land and Building)","Residential Area","16204","Toyama Prefecture","Uozu City","Hamakyoden","Kyoden","8",3000000,"","240",,"Trapezoidal Shaped","16.0","280","1997","S","Warehouse","South","City Road",5.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
224,"Residential Land(Land and Building)","Industrial Area","16204","Toyama Prefecture","Uozu City","Higashiosaki","Uozu","30-60minutes",14000000,"","1300",,"Rectangular Shaped","45.0","720","1973","S","Factory","Southwest","Prefectural Road",7.3,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
225,"Residential Land(Land and Building)","Residential Area","16204","Toyama Prefecture","Uozu City","Higashimachi","Kyoden","8",3800000,"","300",,"Semi-square Shaped","16.0","","","W","House","East","Road",3.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",70,200,"2nd quarter 2014","Dealings including private road"
226,"Residential Land(Land Only)","Residential Area","16204","Toyama Prefecture","Uozu City","Motoshimmachi","Uozu","8",9000000,"","260",34000,"Rectangular Shaped","10.8","","","","","West","City Road",6.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
227,"Residential Land(Land Only)","Residential Area","16205","Toyama Prefecture","Himi City","Ao","Himi","30-60minutes",14000000,"","1600",8500,"Semi-rectangular Shaped","25.0","","","","","Southeast","Prefectural Road",11.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
228,"Residential Land(Land and Building)","Residential Area","16205","Toyama Prefecture","Himi City","Asahigaoka","Himi","10",8000000,"","1700",,"Irregular Shaped","","500","1991","S","Office","East","City Road",5.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
229,"Residential Land(Land Only)","Residential Area","16205","Toyama Prefecture","Himi City","Izumi","Himi","1H-1H30",5600000,"","370",15000,"Rectangular Shaped","12.0","","","","","North","City Road",4.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
230,"Residential Land(Land Only)","Commercial Area","16205","Toyama Prefecture","Himi City","Iseomachi","Himi","4",3300000,"","130",25000,"Semi-rectangular Shaped","4.5","","","","","West","National Highway",10.0,"Near Commercial District",80,300,"2nd quarter 2014",""
231,"Agricultural Land","","16205","Toyama Prefecture","Himi City","Unami","","",300000,"","1100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
232,"Residential Land(Land and Building)","Industrial Area","16205","Toyama Prefecture","Himi City","Oura","Shimao","30-60minutes",9500000,"","800",,"Semi-rectangular Shaped","39.0","280","1988","S","Factory","Northeast","City Road",10.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
233,"Residential Land(Land Only)","Potential Residential Area","16205","Toyama Prefecture","Himi City","Oura","Shimao","30-60minutes",850000,"","185",4600,"Irregular Shaped","16.0","","","","","No facing road","",,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",50,200,"2nd quarter 2014",""
234,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",500000,"","360",,"","","","","","","","",,"",,,"2nd quarter 2014",""
235,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",970000,"","610",,"","","","","","","","",,"",,,"2nd quarter 2014",""
236,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",830000,"","620",,"","","","","","","","",,"",,,"2nd quarter 2014",""
237,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",2400000,"","1500",,"","","","","","","","",,"",,,"2nd quarter 2014",""
238,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",370000,"","280",,"","","","","","","","",,"",,,"2nd quarter 2014",""
239,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",560000,"","410",,"","","","","","","","",,"",,,"2nd quarter 2014",""
240,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",140000,"","120",,"","","","","","","","",,"",,,"2nd quarter 2014",""
241,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",340000,"","250",,"","","","","","","","",,"",,,"2nd quarter 2014",""
242,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",350000,"","270",,"","","","","","","","",,"",,,"2nd quarter 2014",""
243,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",260000,"","175",,"","","","","","","","",,"",,,"2nd quarter 2014",""
244,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",290000,"","240",,"","","","","","","","",,"",,,"2nd quarter 2014",""
245,"Forest Land","","16205","Toyama Prefecture","Himi City","Oura","","",180000,"","125",,"","","","","","","","",,"",,,"2nd quarter 2014",""
246,"Forest Land","","16205","Toyama Prefecture","Himi City","Kamiizumi","","",1600000,"","1300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
247,"Forest Land","","16205","Toyama Prefecture","Himi City","Kamiizumi","","",840000,"","700",,"","","","","","","","",,"",,,"2nd quarter 2014",""
248,"Forest Land","","16205","Toyama Prefecture","Himi City","Kamiizumi","","",3700000,"","3000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
249,"Forest Land","","16205","Toyama Prefecture","Himi City","Kamiizumi","","",750000,"","600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
250,"Residential Land(Land Only)","Potential Residential Area","16205","Toyama Prefecture","Himi City","Kamitako","Shimao","30-60minutes",5300000,"","450",12000,"Irregular Shaped","","","","","","No facing road","",,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",50,200,"2nd quarter 2014",""
251,"Residential Land(Land Only)","Residential Area","16205","Toyama Prefecture","Himi City","Kurakawa","Himi","29",2700000,"","90",30000,"Irregular Shaped","16.0","","","","","Northwest","City Road",7.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
252,"Residential Land(Land Only)","Residential Area","16205","Toyama Prefecture","Himi City","Sakaemachi","Himi","30-60minutes",130000000,"","2,000 m^2 or greater.",15000,"Irregular Shaped","42.0","","","","","South","City Road",7.0,"Semi-industrial District",60,200,"2nd quarter 2014","Dealings including private road"
253,"Residential Land(Land and Building)","Residential Area","16205","Toyama Prefecture","Himi City","Shimao","Shimao","4",300000,"","240",,"Trapezoidal Shaped","15.0","80","","W","House","Southwest","City Road",3.5,"Category 1 Exclusive Mid-high Rise Residential District",,,"2nd quarter 2014",""
254,"Forest Land","","16205","Toyama Prefecture","Himi City","Shimotako","","",1600000,"","570",,"","","","","","","","",,"",,,"2nd quarter 2014",""
255,"Forest Land","","16205","Toyama Prefecture","Himi City","Shimotako","","",210000,"","120",,"","","","","","","","",,"",,,"2nd quarter 2014",""
256,"Agricultural Land","","16205","Toyama Prefecture","Himi City","Tae","","",500000,"","310",,"","","","","","","","",,"",,,"2nd quarter 2014",""
257,"Residential Land(Land Only)","Residential Area","16205","Toyama Prefecture","Himi City","Nakajima","Himi","30-60minutes",3000000,"","300",10000,"Irregular Shaped","10.0","","","","","North","City Road",4.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
258,"Residential Land(Land Only)","Residential Area","16205","Toyama Prefecture","Himi City","Yanaida","Himi","21",14000000,"","330",42000,"Semi-trapezoidal Shaped","7.9","","","","","Northwest","City Road",7.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
259,"Forest Land","","16205","Toyama Prefecture","Himi City","Yanaida","","",1600000,"","1200",,"","","","","","","","",,"",,,"2nd quarter 2014",""
260,"Forest Land","","16205","Toyama Prefecture","Himi City","Yanaida","","",1200000,"","990",,"","","","","","","","",,"",,,"2nd quarter 2014",""
261,"Residential Land(Land Only)","Potential Residential Area","16206","Toyama Prefecture","Namerikawa City","Uonomi","Nishinamerikawa","23",13000000,"","1500",8600,"Irregular Shaped","","","","","","East","Agricultural Road",,"Semi-residential District",60,200,"2nd quarter 2014",""
262,"Residential Land(Land Only)","Potential Residential Area","16206","Toyama Prefecture","Namerikawa City","Uonomi","Nishinamerikawa","23",32000000,"","2,000 m^2 or greater.",7200,"Irregular Shaped","","","","","","South","Agricultural Road",,"Semi-residential District",60,200,"2nd quarter 2014",""
263,"Residential Land(Land Only)","Residential Area","16206","Toyama Prefecture","Namerikawa City","Kashimacho","Nakanamerikawa","11",16000000,"","760",21000,"Irregular Shaped","37.0","","","","","North","Prefectural Road",9.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
264,"Residential Land(Land Only)","Potential Residential Area","16206","Toyama Prefecture","Namerikawa City","Kamiumezawa","Nishikazumi","11",97000,"","650",150,"Irregular Shaped","34.0","","","","","South","City Road",5.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
265,"Residential Land(Land and Building)","Residential Area","16206","Toyama Prefecture","Namerikawa City","Kobayashi","Nakakazumi","30-60minutes",11000000,"","250",,"Rectangular Shaped","14.0","125","1986","W","House","East","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
266,"Residential Land(Land and Building)","Residential Area","16206","Toyama Prefecture","Namerikawa City","Shimoumezawa","Nishinamerikawa","10",15000000,"","240",,"Rectangular Shaped","13.4","120","1991","W","House","Southwest","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
267,"Residential Land(Land Only)","Residential Area","16206","Toyama Prefecture","Namerikawa City","Shimojima","Nakanamerikawa","9",5300000,"","200",26000,"Rectangular Shaped","14.6","","","","","Northwest","City Road",6.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
268,"Residential Land(Land and Building)","Residential Area","16206","Toyama Prefecture","Namerikawa City","Jokoji","Nakakazumi","7",11000000,"","230",,"Semi-square Shaped","14.9","90","1993","W","House","North","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
269,"Agricultural Land","","16206","Toyama Prefecture","Namerikawa City","Sugimoto","","",1400000,"","2900",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
270,"Agricultural Land","","16206","Toyama Prefecture","Namerikawa City","Sugimoto","","",650000,"","1500",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
271,"Residential Land(Land Only)","Residential Area","16206","Toyama Prefecture","Namerikawa City","Takatsukimachi","Nishinamerikawa","16",300000,"","95",3200,"Semi-rectangular Shaped","","","","","","West","Road",1.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
272,"Agricultural Land","","16206","Toyama Prefecture","Namerikawa City","Tsubokawa","","",2000000,"","1700",,"","","","","","","","",,"",,,"2nd quarter 2014",""
273,"Residential Land(Land Only)","Residential Area","16206","Toyama Prefecture","Namerikawa City","Nomachi","Namerikawa","29",9000000,"","810",11000,"Semi-rectangular Shaped","19.7","","","","","North","City Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
274,"Residential Land(Land Only)","Residential Area","16207","Toyama Prefecture","Kurobe City","Iizawa","Ikuji","19",4500000,"","200",23000,"Rectangular Shaped","16.0","","","","","Northeast","Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
275,"Residential Land(Land Only)","Residential Area","16207","Toyama Prefecture","Kurobe City","Ikuji","Ikuji","18",4500000,"","150",30000,"Rectangular Shaped","14.5","","","","","Southeast","City Road",9.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
276,"Residential Land(Land Only)","Residential Area","16207","Toyama Prefecture","Kurobe City","Ikuji","Dentetsuishida","25",5700000,"","310",18000,"Irregular Shaped","","","","","","North","Private Road",4.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
277,"Residential Land(Land Only)","Residential Area","16207","Toyama Prefecture","Kurobe City","Ikuji","Dentetsuishida","25",20000000,"","1100",18000,"Irregular Shaped","","","","","","North","Private Road",4.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
