"No","Type","Region","City,Town,Ward,Village code","Prefecture","City,Town,Ward,Village","Area","Nearest station：Name","Nearest station：Distance(minute)","Transaction-price(total)","Layout","Area(m^2)","Transaction-price(Unit price m^2)","Land shape","Frontage","Total floor area(m^2)","Year of construction","Building structure","Building use","Frontage road：Direction","Frontage road：Classification","Frontage road：Breadth(m)","City Planning","Maximus Building Coverage Ratio(%)","Maximus Floor-area Ratio(%)","Transaction period","Remarks"
169,"Residential Land(Land Only)","Residential Area","09203","Tochigi Prefecture","Tochigi City","Numawadacho","Tochigi","6",46000000,"","820",56000,"Semi-shaped","31.0","","","","","West","City Road",15.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
170,"Residential Land(Land Only)","Residential Area","09203","Tochigi Prefecture","Tochigi City","Hakonomorimachi","Shintochigi","21",2300000,"","130",18000,"Trapezoidal Shaped","","","","","","South","Private Road",3.0,"Category 1 Exclusive Low Rise Residential District",40,60,"2nd quarter 2014",""
171,"Residential Land(Land Only)","Residential Area","09203","Tochigi Prefecture","Tochigi City","Hinokuchimachi","Tochigi","30-60minutes",5000000,"","200",25000,"Semi-square Shaped","14.0","","","","","Southeast","City Road",6.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
172,"Residential Land(Land Only)","Potential Residential Area","09203","Tochigi Prefecture","Tochigi City","Fujiokamachiakama","Fujioka","1H-1H30",880000,"","880",1000,"Irregular Shaped","31.0","","","","","Northeast","City Road",4.2,"Urbanization Control Area",60,200,"2nd quarter 2014",""
173,"Agricultural Land","","09203","Tochigi Prefecture","Tochigi City","Fujiokamachiakama","","",1600000,"","1900",,"","","","","","","","",,"",,,"2nd quarter 2014",""
174,"Residential Land(Land Only)","Commercial Area","09204","Tochigi Prefecture","Sano City","Aioicho","Sano","8",10000000,"","220",45000,"Rectangular Shaped","12.8","","","","","West","City Road",3.0,"Near Commercial District",80,200,"2nd quarter 2014",""
175,"Residential Land(Land Only)","Residential Area","09204","Tochigi Prefecture","Sano City","Akasakacho","Sanoshi","6",3900000,"","115",34000,"Rectangular Shaped","13.5","","","","","South","Road",4.8,"Semi-industrial District",60,200,"2nd quarter 2014",""
176,"Residential Land(Land and Building)","Residential Area","09204","Tochigi Prefecture","Sano City","Inubushishimmachi","Sano","30-60minutes",7900000,"","190",,"Trapezoidal Shaped","7.0","65","1983","S","House","Southwest","City Road",6.5,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
177,"Residential Land(Land Only)","Potential Residential Area","09204","Tochigi Prefecture","Sano City","Inubushishimmachi","Sano","30-60minutes",2600000,"","430",6000,"Rectangular Shaped","","","","","","West","Road",4.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
178,"Residential Land(Land Only)","Potential Residential Area","09204","Tochigi Prefecture","Sano City","Inubushishimmachi","Sano","30-60minutes",1500000,"","240",6100,"Rectangular Shaped","22.5","","","","","No facing road","",,"Category 1 Exclusive Mid-high Rise Residential District",50,200,"2nd quarter 2014",""
179,"Residential Land(Land Only)","Potential Residential Area","09204","Tochigi Prefecture","Sano City","Inubushishimmachi","Sano","30-60minutes",9000000,"","1500",5900,"Semi-trapezoidal Shaped","50.0m or longer.","","","","","South","Agricultural Road",1.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
180,"Residential Land(Land Only)","Potential Residential Area","09204","Tochigi Prefecture","Sano City","Konakacho","Yoshimizu","30-60minutes",9700000,"","2,000 m^2 or greater.",3900,"Irregular Shaped","44.5","","","","","South","Agricultural Road",2.8,"Urbanization Control Area",60,200,"2nd quarter 2014",""
181,"Residential Land(Land Only)","Potential Residential Area","09204","Tochigi Prefecture","Sano City","Konakacho","Yoshimizu","30-60minutes",2500000,"","640",3900,"Irregular Shaped","","","","","","West","Agricultural Road",2.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
182,"Residential Land(Land Only)","Commercial Area","09204","Tochigi Prefecture","Sano City","Shichikencho","Sanoshi","3",9500000,"","480",20000,"Semi-trapezoidal Shaped","13.0","","","","","Southeast","City Road",10.5,"Near Commercial District",80,200,"2nd quarter 2014",""
183,"Residential Land(Land and Building)","Residential Area","09204","Tochigi Prefecture","Sano City","Tanumacho","Tanuma","20",20000000,"","260",,"Rectangular Shaped","19.4","105","2014","W","House","South","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",40,60,"2nd quarter 2014",""
184,"Residential Land(Land Only)","Residential Area","09204","Tochigi Prefecture","Sano City","Wakamiyakamicho","Sanoshi","29",13000000,"","310",42000,"Rectangular Shaped","19.8","","","","","East","Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
185,"Pre-owned Condominiums, etc.","","09205","Tochigi Prefecture","Kanuma City","Asahicho","Kanuma","13",20000000,"3LDK","85",,"","","","2007","RC","House","","",,"Commercial District",80,400,"2nd quarter 2014","Dealings of non-redecorating real estate"
186,"Forest Land","","09205","Tochigi Prefecture","Kanuma City","Aburademmachi","","",1500000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
187,"Residential Land(Land Only)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Itaga","Shimogoshiro","14",100000,"","250",400,"Semi-rectangular Shaped","10.0","","","","","West","Private Road",6.0,"Outside Urban Planning Area",,,"2nd quarter 2014","Dealings including private road"
188,"Residential Land(Land Only)","Potential Residential Area","09205","Tochigi Prefecture","Kanuma City","Kaijimamachi","Kanuma","19",400000,"","115",3400,"Semi-rectangular Shaped","8.0","","","","","West","City Road",3.5,"Category 1 Residential District",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
189,"Residential Land(Land Only)","Commercial Area","09205","Tochigi Prefecture","Kanuma City","Kamiishikawa","Niregi","1H-1H30",3300000,"","510",6600,"Semi-rectangular Shaped","16.0","","","","","Northwest","Prefectural Road",15.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
190,"Residential Land(Land and Building)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Kamidonomachi","Shinkanuma","23",44000000,"","310",,"Semi-rectangular Shaped","16.0","125","2014","","House","North","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
191,"Residential Land(Land Only)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Kamewadamachi","Tobukanasaki","23",3300000,"","1900",1700,"Trapezoidal Shaped","23.0","","","","","North","Prefectural Road",12.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
192,"Residential Land(Land Only)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Kuchiawano","Shinkanuma","2H-",1200000,"","170",7200,"Irregular Shaped","15.0","","","","","Southeast","Prefectural Road",9.8,"Category 1 Residential District",60,200,"2nd quarter 2014",""
193,"Residential Land(Land and Building)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Kuno","Momiyama","1H30-2H",9900000,"","240",,"Semi-shaped","17.0","105","2008","W","House","North","City Road",8.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
194,"Residential Land(Land and Building)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Kobodai","Kanuma","18",19000000,"","650",,"Semi-rectangular Shaped","35.0","","1973","RC","Housing Complex","South","City Road",6.0,"Category 2 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
195,"Agricultural Land","","09205","Tochigi Prefecture","Kanuma City","Shioyamamachi","","",6100000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
196,"Agricultural Land","","09205","Tochigi Prefecture","Kanuma City","Shioyamamachi","","",1900000,"","2400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
197,"Forest Land","","09205","Tochigi Prefecture","Kanuma City","Shimoishikawa","","",1800000,"","2300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
198,"Residential Land(Land and Building)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Sendo","Kanuma","30-60minutes",23000000,"","190",,"Semi-rectangular Shaped","12.0","120","2014","W","House","South","Private Road",6.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
199,"Agricultural Land","","09205","Tochigi Prefecture","Kanuma City","Takeshi","","",12000000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
200,"Residential Land(Land Only)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Nishimoro","Kanuma","30-60minutes",7900000,"","180",44000,"Semi-rectangular Shaped","12.0","","","","","South","City Road",6.0,"Category 2 Residential District",60,200,"2nd quarter 2014",""
201,"Residential Land(Land and Building)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Horaicho","Shinkanuma","6",25000000,"","290",,"Rectangular Shaped","11.0","","2014","W","","South","City Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
202,"Residential Land(Land Only)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Matsubara","Kanuma","1H-1H30",5200000,"","300",18000,"Semi-shaped","17.0","","","","","Northeast","Road",6.0,"Urbanization Control Area",50,100,"2nd quarter 2014",""
203,"Residential Land(Land Only)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Midoricho","Kanuma","30-60minutes",6400000,"","170",38000,"Semi-shaped","17.0","","","","","Southeast","Private Road",5.0,"Category 2 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
204,"Residential Land(Land Only)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Momiyamamachi","Momiyama","7",6400000,"","210",30000,"Semi-rectangular Shaped","11.0","","","","","North","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
205,"Residential Land(Land Only)","Residential Area","09205","Tochigi Prefecture","Kanuma City","Momiyamamachi","Momiyama","9",7000000,"","300",24000,"Semi-square Shaped","16.0","","","","","West","Private Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
206,"Residential Land(Land Only)","Residential Area","09206","Tochigi Prefecture","Nikko City","Imaichi","Imaichi","6",4000000,"","130",30000,"Rectangular Shaped","9.0","","","","","East","Private Road",4.0,"Category 1 Exclusive Low Rise Residential District",40,60,"2nd quarter 2014",""
207,"Residential Land(Land and Building)","Residential Area","09206","Tochigi Prefecture","Nikko City","Kinugawaonsen-ohara","Kosagoe","15",2400000,"","185",,"Semi-shaped","16.0","105","1996","W","House","East","Private Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
208,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Akatsuki","Mamada","6",3500000,"","120",30000,"Irregular Shaped","2.0","","","","","Southwest","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
209,"Agricultural Land","","09208","Tochigi Prefecture","Oyama City","Oaza Ajito","","",340000,"","780",,"","","","","","","","",,"",,,"2nd quarter 2014",""
210,"Residential Land(Land and Building)","Commercial Area","09208","Tochigi Prefecture","Oyama City","Oaza Amagayashinden","Oyama","30-60minutes",55000000,"","980",,"Semi-rectangular Shaped","23.5","750","1971","S","Office, Warehouse","South","National Highway",25.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
211,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Amagayashinden","Oyama","30-60minutes",26000000,"","210",,"Semi-rectangular Shaped","11.0","110","2014","W","House","Northeast","Road",5.5,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
212,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Amagayashinden","Oyama","30-60minutes",28000000,"","230",,"Rectangular Shaped","12.0","115","2014","W","House","Southwest","Road",6.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
213,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Awanomiya","Oyama","30-60minutes",9000000,"","380",23000,"Semi-square Shaped","20.0","","","","","Northwest","National Highway",13.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
214,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Inuzuka","Oyama","30-60minutes",10000000,"","310",33000,"Rectangular Shaped","12.0","","","","","West","City Road",6.0,"Category 1 Residential District",60,400,"2nd quarter 2014",""
215,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Utsukushigaoka","Mamada","24",15000000,"","220",,"Semi-rectangular Shaped","15.0","135","1999","W","House","Northwest","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
216,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Utsukushigaoka","Mamada","26",10000000,"","330",30000,"Rectangular Shaped","12.0","","","","","Northwest","City Road",6.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
217,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Ekihigashidoori","Oyama","6",71000000,"","810",88000,"Rectangular Shaped","29.0","","","","","South","City Road",6.0,"Commercial District",80,500,"2nd quarter 2014",""
218,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Ekiminamicho","Oyama","20",20000000,"","300",68000,"Semi-rectangular Shaped","13.0","","","","","South","City Road",6.0,"Category 2 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
219,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Otome","Mamada","8",15000000,"","230",,"Rectangular Shaped","16.3","170","1999","W","House","East","Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
220,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Otome","Mamada","7",11000000,"","240",44000,"Semi-shaped","12.0","","","","","Southwest","Prefectural Road",11.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
221,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Kayabashi","Oyama","30-60minutes",30000000,"","990",30000,"Irregular Shaped","","","","","","East","City Road",5.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
222,"Agricultural Land","","09208","Tochigi Prefecture","Oyama City","Oaza Shimohatsuda","","",790000,"","1100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
223,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Joto","Oyama","18",10000000,"","180",,"Semi-rectangular Shaped","9.0","105","1980","W","House, Shop","West","City Road",20.0,"Category 2 Residential District",60,200,"2nd quarter 2014",""
224,"Residential Land(Land and Building)","Commercial Area","09208","Tochigi Prefecture","Oyama City","Joto","Oyama","11",110000000,"","820",,"Irregular Shaped","28.0","1300","1991","RC","Housing Complex, Shop","North","City Road",18.0,"Commercial District",80,400,"2nd quarter 2014",""
225,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Johoku","Oyama","23",14000000,"","120",,"Semi-rectangular Shaped","10.1","80","2003","W","House","Southeast","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
226,"Agricultural Land","","09208","Tochigi Prefecture","Oyama City","Oaza Takahashi","","",800000,"","1000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
227,"Agricultural Land","","09208","Tochigi Prefecture","Oyama City","Oaza Tatsugi","","",1100000,"","1900",,"","","","","","","","",,"",,,"2nd quarter 2014",""
228,"Residential Land(Land and Building)","Industrial Area","09208","Tochigi Prefecture","Oyama City","Oaza Tojo","Oyama","30-60minutes",300000000,"","2,000 m^2 or greater.",,"Semi-rectangular Shaped","50.0m or longer.","590","1997","S","Office","South","City Road",8.5,"Semi-industrial District",60,200,"2nd quarter 2014",""
229,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Nishikuroda","Mamada","30-60minutes",7500000,"","230",,"Semi-rectangular Shaped","20.0","","","","","North","Private Road",6.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
230,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Nishijonan","Oyama","28",9000000,"","150",,"Semi-trapezoidal Shaped","14.0","100","1995","W","House","Northeast","City Road",8.7,"Category 1 Residential District",60,200,"2nd quarter 2014",""
231,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Nishijonan","Oyama","30-60minutes",80000000,"","990",,"Semi-rectangular Shaped","50.0m or longer.","195","1999","","Housing Complex","North","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
232,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Hachigata","Koganei","1H-1H30",11000000,"","250",,"Semi-rectangular Shaped","12.0","105","1999","","House","North","City Road",8.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
233,"Pre-owned Condominiums, etc.","","09208","Tochigi Prefecture","Oyama City","Hanagakicho","Oyama","19",1400000,"2LDK","45",,"","","","1974","RC","House","","",,"Category 1 Residential District",60,200,"2nd quarter 2014","Dealings of non-redecorating real estate"
234,"Residential Land(Land and Building)","Commercial Area","09208","Tochigi Prefecture","Oyama City","Oaza Hanekawa","Koganei","16",11000000,"","210",,"Semi-rectangular Shaped","10.0","220","1986","S","House, Shop","Southeast","National Highway",15.5,"Semi-industrial District",60,200,"2nd quarter 2014",""
235,"Residential Land(Land Only)","Potential Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Hanekawa","Koganei","23",38000000,"","2,000 m^2 or greater.",11000,"Irregular Shaped","15.0","","","","","North","City Road",3.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
236,"Residential Land(Land and Building)","Commercial Area","09208","Tochigi Prefecture","Oyama City","Oaza Hanekawa","Koganei","30-60minutes",25000000,"","510",,"Semi-rectangular Shaped","27.0","40","2013","","Office","Southeast","National Highway",17.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
237,"Residential Land(Land Only)","Commercial Area","09208","Tochigi Prefecture","Oyama City","Oaza Hanekawa","Koganei","30-60minutes",9000000,"","210",43000,"Semi-rectangular Shaped","19.0","","","","","Southeast","National Highway",15.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
238,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Higashimamada","Mamada","18",8500000,"","270",32000,"Trapezoidal Shaped","21.0","","","","","Southeast","City Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
239,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Hitotonoya","Oyama","25",20000000,"","390",,"Semi-shaped","23.0","310","1991","W","Housing Complex","South","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
240,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Hitotonoya","Oyama","30-60minutes",9400000,"","220",42000,"Rectangular Shaped","13.2","","","","","Northwest","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
241,"Agricultural Land","","09208","Tochigi Prefecture","Oyama City","Oaza Hirawa","","",3400000,"","120",,"","","","","","","","",,"",,,"2nd quarter 2014",""
242,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Fuso","Koganei","30-60minutes",22000000,"","270",,"Semi-square Shaped","18.0","140","1992","LS","House","Southeast","City Road",5.2,"Urbanization Control Area",60,200,"2nd quarter 2014",""
243,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Hongocho","Oyama","12",37000000,"","530",70000,"Irregular Shaped","19.0","","","","","East","City Road",6.0,"Commercial District",80,400,"2nd quarter 2014",""
244,"Residential Land(Land and Building)","Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Matsunuma","Omoigawa","4",6000000,"","350",,"Semi-trapezoidal Shaped","20.6","125","1963","W","House, Shop","Southeast","City Road",5.0,"Urbanization Control Area",60,100,"2nd quarter 2014",""
245,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Miyamotocho","Oyama","7",16000000,"","260",62000,"Semi-rectangular Shaped","11.0","","","","","East","City Road",5.0,"Commercial District",80,500,"2nd quarter 2014",""
246,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Oaza Yokokura","Oyama","1H-1H30",4700000,"","160",30000,"Semi-rectangular Shaped","11.9","","","","","Southwest","City Road",6.0,"Category 1 Exclusive Low Rise Residential District",40,60,"2nd quarter 2014",""
247,"Residential Land(Land Only)","Residential Area","09208","Tochigi Prefecture","Oyama City","Wakakicho","Oyama","23",6000000,"","350",17000,"Semi-rectangular Shaped","10.0","","","","","North","Private Road",2.0,"Industrial District",60,200,"2nd quarter 2014",""
248,"Pre-owned Condominiums, etc.","","09208","Tochigi Prefecture","Oyama City","Wakakicho","Oyama","28",7000000,"3LDK","60",,"","","","1996","RC","House","","",,"Industrial District",60,200,"2nd quarter 2014","Dealings of redecorated real estate"
249,"Residential Land(Land and Building)","Residential Area","09209","Tochigi Prefecture","Mooka City","Aramachi","Kitamooka","6",25000000,"","210",,"Rectangular Shaped","11.0","115","2014","W","House","North","City Road",6.0,"Near Commercial District",80,200,"2nd quarter 2014",""
250,"Agricultural Land","","09209","Tochigi Prefecture","Mooka City","Kamiezura","","",500000,"","800",,"","","","","","","","",,"",,,"2nd quarter 2014",""
251,"Residential Land(Land Only)","Industrial Area","09209","Tochigi Prefecture","Mooka City","Kinugaoka","Mooka","30-60minutes",640000000,"","2,000 m^2 or greater.",23000,"Semi-shaped","50.0m or longer.","","","","","Southeast","City Road",20.0,"Exclusive Industrial District",60,200,"2nd quarter 2014",""
252,"Residential Land(Land Only)","Potential Residential Area","09209","Tochigi Prefecture","Mooka City","Kobashi","Terauchi","6",33000000,"","2,000 m^2 or greater.",3200,"Irregular Shaped","50.0m or longer.","","","","","Southeast","National Highway",9.0,"Urbanization Control Area",60,200,"2nd quarter 2014",""
253,"Agricultural Land","","09209","Tochigi Prefecture","Mooka City","Kobayashi","","",150000,"","960",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
254,"Agricultural Land","","09209","Tochigi Prefecture","Mooka City","Shimoozo","","",350000,"","460",,"","","","","","","","",,"",,,"2nd quarter 2014",""
255,"Residential Land(Land and Building)","Commercial Area","09209","Tochigi Prefecture","Mooka City","Daimachi","Mooka","8",2600000,"","100",,"Irregular Shaped","8.0","95","before the war","W","House","South","Prefectural Road",16.0,"Commercial District",80,200,"2nd quarter 2014",""
256,"Residential Land(Land and Building)","Residential Area","09209","Tochigi Prefecture","Mooka City","Tamachi","Mooka","25",3000000,"","460",,"Semi-shaped","24.0","95","1980","","","South","City Road",3.5,"Urbanization Control Area",60,200,"2nd quarter 2014",""
257,"Residential Land(Land and Building)","Residential Area","09209","Tochigi Prefecture","Mooka City","Tamachi","Mooka","15",22000000,"","210",,"Rectangular Shaped","","","","","House","West","Private Road",6.0,"Category 1 Residential District",50,200,"2nd quarter 2014",""
258,"Residential Land(Land Only)","Residential Area","09209","Tochigi Prefecture","Mooka City","Tokoji","Kitamooka","19",20000000,"","520",38000,"Irregular Shaped","23.0","","","","","East","Private Road",6.0,"Category 2 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
259,"Forest Land","","09209","Tochigi Prefecture","Mooka City","Nagashima","","",130000,"","1300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
260,"Residential Land(Land Only)","Residential Area","09209","Tochigi Prefecture","Mooka City","Namikicho","Mooka","9",7400000,"","220",34000,"Rectangular Shaped","10.5","","","","","East","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
261,"Agricultural Land","","09209","Tochigi Prefecture","Mooka City","Washinosu","","",2800000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
262,"Residential Land(Land Only)","Residential Area","09210","Tochigi Prefecture","Otawara City","Usuba","Nishinasuno","29",450000,"","65",6900,"Irregular Shaped","9.0","","","","","Southeast","National Highway",14.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
263,"Residential Land(Land Only)","Residential Area","09210","Tochigi Prefecture","Otawara City","Kajiya","Nishinasuno","1H-1H30",1700000,"","110",15000,"Semi-rectangular Shaped","13.0","","","","","No facing road","",,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
264,"Agricultural Land","","09210","Tochigi Prefecture","Otawara City","Katafuta","","",140000,"","150",,"","","","","","","","",,"",,,"2nd quarter 2014",""
265,"Residential Land(Land and Building)","Residential Area","09210","Tochigi Prefecture","Otawara City","Kabata","Nishinasuno","1H30-2H",8000000,"","1300",,"Irregular Shaped","50.0m or longer.","155","1976","W","House","Northeast","City Road",10.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
266,"Residential Land(Land and Building)","Industrial Area","09210","Tochigi Prefecture","Otawara City","Kamiishigami","Nozaki (Tochigi)","30-60minutes",3900000,"","830",,"Irregular Shaped","27.0","160","1993","S","Office, Other","North","City Road",6.0,"Exclusive Industrial District",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
267,"Residential Land(Land Only)","Residential Area","09210","Tochigi Prefecture","Otawara City","Kitakanemaru","Nishinasuno","1H30-2H",2900000,"","310",9400,"Semi-rectangular Shaped","16.0","","","","","Southeast","Private Road",5.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
268,"Residential Land(Land Only)","Commercial Area","09210","Tochigi Prefecture","Otawara City","Kurobanetamachi","Nishinasuno","2H-",6000000,"","210",29000,"Semi-trapezoidal Shaped","10.8","","","","","Northwest","National Highway",,"Outside Urban Planning Area",,,"2nd quarter 2014",""
269,"Residential Land(Land Only)","Commercial Area","09210","Tochigi Prefecture","Otawara City","Kurobanemukomachi","Nishinasuno","2H-",4500000,"","620",7200,"Semi-trapezoidal Shaped","28.0","","","","","South","City Road",12.5,"Outside Urban Planning Area",,,"2nd quarter 2014",""
270,"Residential Land(Land and Building)","Residential Area","09210","Tochigi Prefecture","Otawara City","Sabui","Nasushiobara","2H-",1500000,"","180",,"Semi-trapezoidal Shaped","10.0","95","1992","LS","","Southeast","Private Road",3.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
271,"Residential Land(Land Only)","Residential Area","09210","Tochigi Prefecture","Otawara City","Shiroyama","Nishinasuno","1H-1H30",3400000,"","220",15000,"Rectangular Shaped","28.5","","","","","Southwest","City Road",16.0,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
272,"Residential Land(Land and Building)","Residential Area","09210","Tochigi Prefecture","Otawara City","Shiroyama","Nishinasuno","30-60minutes",740000,"","125",,"Semi-square Shaped","11.0","65","1985","S","Warehouse","Northwest","City Road",4.5,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
273,"Residential Land(Land Only)","Residential Area","09210","Tochigi Prefecture","Otawara City","Shintomicho","Nishinasuno","30-60minutes",12000000,"","930",13000,"Irregular Shaped","","","","","","Southeast","City Road",4.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
274,"Residential Land(Land and Building)","Commercial Area","09210","Tochigi Prefecture","Otawara City","Chuo","Nishinasuno","30-60minutes",7500000,"","85",,"Rectangular Shaped","11.0","","","","","Northeast","City Road",8.5,"Commercial District",80,400,"2nd quarter 2014",""
275,"Residential Land(Land Only)","Residential Area","09210","Tochigi Prefecture","Otawara City","Nakadawara","Nishinasuno","1H-1H30",5400000,"","320",17000,"Semi-rectangular Shaped","15.5","","","","","South","City Road",3.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
