"No","Type","Region","City,Town,Ward,Village code","Prefecture","City,Town,Ward,Village","Area","Nearest station：Name","Nearest station：Distance(minute)","Transaction-price(total)","Layout","Area(m^2)","Transaction-price(Unit price m^2)","Land shape","Frontage","Total floor area(m^2)","Year of construction","Building structure","Building use","Frontage road：Direction","Frontage road：Classification","Frontage road：Breadth(m)","City Planning","Maximus Building Coverage Ratio(%)","Maximus Floor-area Ratio(%)","Transaction period","Remarks"
138,"Forest Land","","46215","Kagoshima Prefecture","Satsumasendai City","Kusumotocho","","",3500000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
139,"Agricultural Land","","46215","Kagoshima Prefecture","Satsumasendai City","Takaecho","","",300000,"","290",,"","","","","","","","",,"",,,"2nd quarter 2014",""
140,"Forest Land","","46215","Kagoshima Prefecture","Satsumasendai City","Togochoonofuchi","","",160000,"","520",,"","","","","","","","",,"",,,"2nd quarter 2014",""
141,"Agricultural Land","","46215","Kagoshima Prefecture","Satsumasendai City","Nagatoshicho","","",2600000,"","1400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
142,"Agricultural Land","","46215","Kagoshima Prefecture","Satsumasendai City","Nagatoshicho","","",1000000,"","570",,"","","","","","","","",,"",,,"2nd quarter 2014",""
143,"Agricultural Land","","46215","Kagoshima Prefecture","Satsumasendai City","Nagatoshicho","","",250000,"","380",,"","","","","","","","",,"",,,"2nd quarter 2014",""
144,"Agricultural Land","","46215","Kagoshima Prefecture","Satsumasendai City","Nagatoshicho","","",7400000,"","970",,"","","","","","","","",,"",,,"2nd quarter 2014",""
145,"Agricultural Land","","46215","Kagoshima Prefecture","Satsumasendai City","Hiwakichokurano","","",400000,"","1100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
146,"Forest Land","","46215","Kagoshima Prefecture","Satsumasendai City","Hiwakichotonohara","","",400000,"","1300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
147,"Agricultural Land","","46215","Kagoshima Prefecture","Satsumasendai City","Yoritacho","","",9000000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
148,"Forest Land","","46216","Kagoshima Prefecture","Hioki City","Ijuinchoshimotaniguchi","","",60000,"","200",,"","","","","","","","",,"",,,"2nd quarter 2014",""
149,"Forest Land","","46216","Kagoshima Prefecture","Hioki City","Ijuinchoshimotaniguchi","","",350000,"","390",,"","","","","","","","",,"",,,"2nd quarter 2014",""
150,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Ijuinchoshimotaniguchi","","",610000,"","1400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
151,"Forest Land","","46216","Kagoshima Prefecture","Hioki City","Ijuinchoshimotaniguchi","","",350000,"","630",,"","","","","","","","",,"",,,"2nd quarter 2014",""
152,"Forest Land","","46216","Kagoshima Prefecture","Hioki City","Ijuinchoshimotaniguchi","","",1000000,"","1600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
153,"Forest Land","","46216","Kagoshima Prefecture","Hioki City","Ijuinchoterawaki","","",600000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
154,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Ijuinchotokushige","","",4000000,"","710",,"","","","","","","","",,"",,,"2nd quarter 2014",""
155,"Forest Land","","46216","Kagoshima Prefecture","Hioki City","Higashiichikichoyuda","","",170000,"","3100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
156,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Hiyoshichokaminokawa","","",50000,"","140",,"","","","","","","","",,"",,,"2nd quarter 2014",""
157,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Hiyoshichohioki","","",60000,"","580",,"","","","","","","","",,"",,,"2nd quarter 2014",""
158,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Hiyoshichohioki","","",150000,"","450",,"","","","","","","","",,"",,,"2nd quarter 2014",""
159,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechoiriki","","",130000,"","700",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
160,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechoiriki","","",230000,"","1300",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
161,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechoiriki","","",180000,"","1000",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
162,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechoiriki","","",210000,"","770",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
163,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechoiriki","","",100000,"","550",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
164,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechoiriki","","",190000,"","730",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
165,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechoiriki","","",230000,"","860",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
166,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechotajiri","","",410000,"","910",,"","","","","","","","",,"",,,"2nd quarter 2014",""
167,"Forest Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechotajiri","","",52000,"","115",,"","","","","","","","",,"",,,"2nd quarter 2014",""
168,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechotajiri","","",460000,"","1000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
169,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechotajiri","","",280000,"","620",,"","","","","","","","",,"",,,"2nd quarter 2014",""
170,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechonakanosato","","",190000,"","710",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
171,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechonakahara","","",3700000,"","2000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
172,"Forest Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechoyunoura","","",590000,"","2400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
173,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechoyunoura","","",8700000,"","580",,"","","","","","","","",,"",,,"2nd quarter 2014",""
174,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechowada","","",190000,"","480",,"","","","","","","","",,"",,,"2nd quarter 2014",""
175,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechowada","","",720000,"","1800",,"","","","","","","","",,"",,,"2nd quarter 2014",""
176,"Agricultural Land","","46216","Kagoshima Prefecture","Hioki City","Fukiagechowada","","",90000,"","360",,"","","","","","","","",,"",,,"2nd quarter 2014",""
177,"Agricultural Land","","46217","Kagoshima Prefecture","Soo City","Osumichoiwagawa","","",100000,"","1900",,"","","","","","","","",,"",,,"2nd quarter 2014",""
178,"Forest Land","","46217","Kagoshima Prefecture","Soo City","Osumichoiwagawa","","",400000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
179,"Agricultural Land","","46217","Kagoshima Prefecture","Soo City","Osumichoootani","","",8600000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
180,"Agricultural Land","","46217","Kagoshima Prefecture","Soo City","Osumichoootani","","",2900000,"","4100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
181,"Agricultural Land","","46217","Kagoshima Prefecture","Soo City","Osumichotsukino","","",300000,"","900",,"","","","","","","","",,"",,,"2nd quarter 2014",""
182,"Forest Land","","46217","Kagoshima Prefecture","Soo City","Osumichotsukino","","",37000,"","2600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
183,"Residential Land(Land Only)","Residential Area","46217","Kagoshima Prefecture","Soo City","Sueyoshichoshimmachi","Takarabe","2H-",4400000,"","340",13000,"Irregular Shaped","22.0","","","","","Northwest","National Highway",12.0,"Semi-residential District",60,200,"2nd quarter 2014",""
184,"Forest Land","","46217","Kagoshima Prefecture","Soo City","Sueyoshichosuwakata","","",400000,"","1200",,"","","","","","","","",,"",,,"2nd quarter 2014",""
185,"Forest Land","","46217","Kagoshima Prefecture","Soo City","Sueyoshichoninokata","","",250000,"","2000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
186,"Agricultural Land","","46217","Kagoshima Prefecture","Soo City","Sueyoshichofukagawa","","",350000,"","1500",,"","","","","","","","",,"",,,"2nd quarter 2014",""
187,"Agricultural Land","","46217","Kagoshima Prefecture","Soo City","Sueyoshichominaminogo","","",100000,"","970",,"","","","","","","","",,"",,,"2nd quarter 2014",""
188,"Agricultural Land","","46217","Kagoshima Prefecture","Soo City","Takarabechoshimotakarabe","","",500000,"","1200",,"","","","","","","","",,"",,,"2nd quarter 2014",""
189,"Agricultural Land","","46217","Kagoshima Prefecture","Soo City","Takarabechoshimotakarabe","","",500000,"","750",,"","","","","","","","",,"",,,"2nd quarter 2014",""
190,"Forest Land","","46217","Kagoshima Prefecture","Soo City","Takarabechoshimotakarabe","","",2000000,"","2100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
191,"Agricultural Land","","46218","Kagoshima Prefecture","Kirishima City","Kirishimaokubo","","",500000,"","400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
192,"Agricultural Land","","46218","Kagoshima Prefecture","Kirishima City","Kirishimataguchi","","",800000,"","165",,"","","","","","","","",,"",,,"2nd quarter 2014",""
193,"Forest Land","","46218","Kagoshima Prefecture","Kirishima City","Kirishimataguchi","","",3500000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings of adjacent land"
194,"Agricultural Land","","46218","Kagoshima Prefecture","Kirishima City","Kirishimataguchi","","",800000,"","165",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings of adjacent land"
195,"Forest Land","","46218","Kagoshima Prefecture","Kirishima City","Fukuyamachokareigawa","","",4800000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
196,"Forest Land","","46218","Kagoshima Prefecture","Kirishima City","Fukuyamachokareigawa","","",1000000,"","1900",,"","","","","","","","",,"",,,"2nd quarter 2014",""
197,"Forest Land","","46218","Kagoshima Prefecture","Kirishima City","Fukuyamachokareigawa","","",200000,"","1000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
198,"Forest Land","","46218","Kagoshima Prefecture","Kirishima City","Fukuyamachokareigawa","","",82000,"","1600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
199,"Forest Land","","46218","Kagoshima Prefecture","Kirishima City","Fukuyamachokareigawa","","",170000,"","3400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
200,"Forest Land","","46219","Kagoshima Prefecture","Ichikikushikino City","Kaize","","",20000,"","1200",,"","","","","","","","",,"",,,"2nd quarter 2014",""
201,"Agricultural Land","","46219","Kagoshima Prefecture","Ichikikushikino City","Kawauchi","","",200000,"","420",,"","","","","","","","",,"",,,"2nd quarter 2014",""
202,"Agricultural Land","","46219","Kagoshima Prefecture","Ichikikushikino City","Satsumayama","","",300000,"","370",,"","","","","","","","",,"",,,"2nd quarter 2014",""
203,"Agricultural Land","","46219","Kagoshima Prefecture","Ichikikushikino City","Hamagajo","","",220000,"","630",,"","","","","","","","",,"",,,"2nd quarter 2014",""
204,"Agricultural Land","","46219","Kagoshima Prefecture","Ichikikushikino City","Yafusa","","",50000,"","125",,"","","","","","","","",,"",,,"2nd quarter 2014",""
205,"Agricultural Land","","46220","Kagoshima Prefecture","Minamisatsuma City","Kasasachoakogi","","",300000,"","900",,"","","","","","","","",,"",,,"2nd quarter 2014",""
206,"Forest Land","","46220","Kagoshima Prefecture","Minamisatsuma City","Kasasachokataura","","",50000,"","510",,"","","","","","","","",,"",,,"2nd quarter 2014",""
207,"Agricultural Land","","46220","Kagoshima Prefecture","Minamisatsuma City","Kasedakawabata","","",340000,"","1100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
208,"Agricultural Land","","46220","Kagoshima Prefecture","Minamisatsuma City","Kasedakawabata","","",380000,"","1300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
209,"Forest Land","","46220","Kagoshima Prefecture","Minamisatsuma City","Kasedakawabata","","",380000,"","410",,"","","","","","","","",,"",,,"2nd quarter 2014",""
210,"Forest Land","","46220","Kagoshima Prefecture","Minamisatsuma City","Kasedakawabata","","",1000000,"","680",,"","","","","","","","",,"",,,"2nd quarter 2014",""
211,"Agricultural Land","","46220","Kagoshima Prefecture","Minamisatsuma City","Kasedakawabata","","",130000,"","130",,"","","","","","","","",,"",,,"2nd quarter 2014",""
212,"Residential Land(Land and Building)","Residential Area","46220","Kagoshima Prefecture","Minamisatsuma City","Bonotsuchokushi","","",1200000,"","240",,"Semi-rectangular Shaped","","","","","","North","Road",3.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
213,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoisakida","","",1000000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
214,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoisakida","","",600000,"","2000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
215,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoisakida","","",900000,"","4500",,"","","","","","","","",,"",,,"2nd quarter 2014",""
216,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoisakida","","",650000,"","470",,"","","","","","","","",,"",,,"2nd quarter 2014",""
217,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoisakida","","",1100000,"","1700",,"","","","","","","","",,"",,,"2nd quarter 2014",""
218,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoisakida","","",100000,"","185",,"","","","","","","","",,"",,,"2nd quarter 2014",""
219,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoisakida","","",1800000,"","3400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
220,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoisakida","","",1000000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
221,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoisakida","","",300000,"","610",,"","","","","","","","",,"",,,"2nd quarter 2014",""
222,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechonoikura","","",1200000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
223,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechonoikura","","",1000000,"","740",,"","","","","","","","",,"",,,"2nd quarter 2014",""
224,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechonoikura","","",410000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
225,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechonoikura","","",400000,"","970",,"","","","","","","","",,"",,,"2nd quarter 2014",""
226,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechonogami","","",1500000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
227,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechonogami","","",4000000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
228,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechoharada","","",11000000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
229,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechofutsuhara","","",1000000,"","2100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
230,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechofutsuhara","","",300000,"","1500",,"","","","","","","","",,"",,,"2nd quarter 2014",""
231,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechofutsuhara","","",220000,"","1400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
232,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechofutsuhara","","",71000,"","450",,"","","","","","","","",,"",,,"2nd quarter 2014",""
233,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechofutsuhara","","",800000,"","660",,"","","","","","","","",,"",,,"2nd quarter 2014",""
234,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Ariakechofutsuhara","","",500000,"","600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
235,"Residential Land(Land Only)","Residential Area","46221","Kagoshima Prefecture","Shibushi City","Shibushichoanraku","Shibushi","17",1600000,"","220",7200,"Semi-trapezoidal Shaped","","","","","","Southwest","City Road",,"Category 1 Residential District",,,"2nd quarter 2014",""
236,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Shibushichoanraku","","",3000000,"","490",,"","","","","","","","",,"",,,"2nd quarter 2014",""
237,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Shibushichoanraku","","",1400000,"","470",,"","","","","","","","",,"",,,"2nd quarter 2014",""
238,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Shibushichouchinokura","","",350000,"","560",,"","","","","","","","",,"",,,"2nd quarter 2014",""
239,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Shibushichouchinokura","","",490000,"","770",,"","","","","","","","",,"",,,"2nd quarter 2014",""
240,"Residential Land(Land Only)","Residential Area","46221","Kagoshima Prefecture","Shibushi City","Shibushichoshibushi","Shibushi","30-60minutes",6000000,"","650",9200,"Square Shaped","","","","","","Southeast","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",,,"2nd quarter 2014",""
241,"Residential Land(Land Only)","Residential Area","46221","Kagoshima Prefecture","Shibushi City","Shibushichoshibushi","Shibushi","30-60minutes",3000000,"","990",3000,"Rectangular Shaped","","","","","","Southeast","City Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",,,"2nd quarter 2014",""
242,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Shibushichoshibushi","","",7000000,"","820",,"","","","","","","","",,"",,,"2nd quarter 2014",""
243,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Shibushichocho","","",1000000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
244,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Shibushichocho","","",120000,"","820",,"","","","","","","","",,"",,,"2nd quarter 2014",""
245,"Agricultural Land","","46221","Kagoshima Prefecture","Shibushi City","Matsuyamachoonomi","","",400000,"","910",,"","","","","","","","",,"",,,"2nd quarter 2014",""
246,"Forest Land","","46221","Kagoshima Prefecture","Shibushi City","Matsuyamachoshimbashi","","",60000,"","420",,"","","","","","","","",,"",,,"2nd quarter 2014",""
247,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechoono","","",40000,"","520",,"","","","","","","","",,"",,,"2nd quarter 2014",""
248,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechokamiyamada","","",200000,"","490",,"","","","","","","","",,"",,,"2nd quarter 2014",""
249,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechotabeta","","",230000,"","210",,"","","","","","","","",,"",,,"2nd quarter 2014",""
250,"Forest Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechotabeta","","",90000,"","300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
251,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechotabeta","","",490000,"","1300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
252,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechonagata","","",600000,"","2000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
253,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechohirayama","","",200000,"","620",,"","","","","","","","",,"",,,"2nd quarter 2014",""
254,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechohirayama","","",450000,"","940",,"","","","","","","","",,"",,,"2nd quarter 2014",""
255,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechohirayama","","",300000,"","970",,"","","","","","","","",,"",,,"2nd quarter 2014",""
256,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Kawanabechomiya","","",400000,"","460",,"","","","","","","","",,"",,,"2nd quarter 2014",""
257,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchoshioya","","",330000,"","2600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
258,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchoshioya","","",2000000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
259,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchoshioya","","",330000,"","1400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
260,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchoshioya","","",210000,"","710",,"","","","","","","","",,"",,,"2nd quarter 2014",""
261,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchoshioya","","",900000,"","3000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
262,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchoshioya","","",490000,"","1600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
263,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchosese","","",2700000,"","2100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
264,"Forest Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchosese","","",500000,"","1200",,"","","","","","","","",,"",,,"2nd quarter 2014",""
265,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchonagasato","","",300000,"","770",,"","","","","","","","",,"",,,"2nd quarter 2014",""
266,"Forest Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchonagasato","","",80000,"","200",,"","","","","","","","",,"",,,"2nd quarter 2014",""
267,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchohigashibeppu","","",3800000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
268,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchominamibeppu","","",350000,"","700",,"","","","","","","","",,"",,,"2nd quarter 2014",""
269,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchominamibeppu","","",360000,"","600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
270,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchominamibeppu","","",280000,"","550",,"","","","","","","","",,"",,,"2nd quarter 2014",""
271,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchominamibeppu","","",1500000,"","2300",,"","","","","","","","",,"",,,"2nd quarter 2014",""
272,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchominamibeppu","","",210000,"","420",,"","","","","","","","",,"",,,"2nd quarter 2014",""
273,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchominamibeppu","","",400000,"","710",,"","","","","","","","",,"",,,"2nd quarter 2014",""
274,"Agricultural Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchominamibeppu","","",340000,"","690",,"","","","","","","","",,"",,,"2nd quarter 2014",""
275,"Forest Land","","46223","Kagoshima Prefecture","Minamikyushu City","Chiranchominamibeppu","","",230000,"","380",,"","","","","","","","",,"",,,"2nd quarter 2014",""
276,"Forest Land","","46224","Kagoshima Prefecture","Isa City","Okuchikogawauchi","","",1600000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
277,"Agricultural Land","","46224","Kagoshima Prefecture","Isa City","Okuchimiyahito","","",350000,"","1400",,"","","","","","","","",,"",,,"2nd quarter 2014",""
278,"Forest Land","","46224","Kagoshima Prefecture","Isa City","Hishikariarata","","",15000,"","540",,"","","","","","","","",,"",,,"2nd quarter 2014",""
279,"Agricultural Land","","46224","Kagoshima Prefecture","Isa City","Hishikarikawakita","","",290000,"","125",,"","","","","","","","",,"",,,"2nd quarter 2014",""
280,"Agricultural Land","","46224","Kagoshima Prefecture","Isa City","Hishikarikawakita","","",820000,"","360",,"","","","","","","","",,"",,,"2nd quarter 2014",""
281,"Agricultural Land","","46224","Kagoshima Prefecture","Isa City","Hishikarikawakita","","",10000,"","260",,"","","","","","","","",,"",,,"2nd quarter 2014",""
282,"Agricultural Land","","46224","Kagoshima Prefecture","Isa City","Hishikarishigetome","","",300000,"","1700",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings in which auction or arbiter participates"
283,"Agricultural Land","","46224","Kagoshima Prefecture","Isa City","Hishikarishimode","","",60000,"","620",,"","","","","","","","",,"",,,"2nd quarter 2014",""
284,"Agricultural Land","","46224","Kagoshima Prefecture","Isa City","Hishikarimaeme","","",20000,"","210",,"","","","","","","","",,"",,,"2nd quarter 2014",""
285,"Residential Land(Land and Building)","Residential Area","46225","Kagoshima Prefecture","Aira City","Kajikichokida","Kinko","21",16000000,"","490",,"Rectangular Shaped","13.0","165","1995","W","House","Southwest","City Road",3.5,"Category 1 Exclusive Mid-high Rise Residential District",50,150,"2nd quarter 2014",""
286,"Agricultural Land","","46225","Kagoshima Prefecture","Aira City","Kajikichokoyamada","","",640000,"","1000",,"","","","","","","","",,"",,,"2nd quarter 2014",""
287,"Agricultural Land","","46225","Kagoshima Prefecture","Aira City","Kajikichokoyamada","","",790000,"","1200",,"","","","","","","","",,"",,,"2nd quarter 2014",""
288,"Residential Land(Land and Building)","Residential Area","46225","Kagoshima Prefecture","Aira City","Kajikichoshinsemachi","Kinko","6",12000000,"","230",,"Semi-square Shaped","16.0","105","1989","W","House","Northwest","City Road",5.0,"Category 1 Exclusive Mid-high Rise Residential District",50,100,"2nd quarter 2014",""
289,"Residential Land(Land Only)","Residential Area","46225","Kagoshima Prefecture","Aira City","Kajikichotando","Kajiki","16",10000000,"","450",22000,"Irregular Shaped","17.5","","","","","South","City Road",4.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
290,"Agricultural Land","","46225","Kagoshima Prefecture","Aira City","Kajikichonishibeppu","","",700000,"","2600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
291,"Forest Land","","46225","Kagoshima Prefecture","Aira City","Kajikichohikiyama","","",2500000,"","5000 m^2 or greater.",,"","","","","","","","",,"",,,"2nd quarter 2014",""
292,"Forest Land","","46225","Kagoshima Prefecture","Aira City","Kajikichohikiyama","","",980000,"","4600",,"","","","","","","","",,"",,,"2nd quarter 2014",""
293,"Forest Land","","46225","Kagoshima Prefecture","Aira City","Kajikichohikiyama","","",250000,"","1100",,"","","","","","","","",,"",,,"2nd quarter 2014",""
294,"Agricultural Land","","46225","Kagoshima Prefecture","Aira City","Sanjutcho","","",500000,"","690",,"","","","","","","","",,"",,,"2nd quarter 2014",""
295,"Agricultural Land","","46225","Kagoshima Prefecture","Aira City","Hiramatsu","","",2800000,"","270",,"","","","","","","","",,"",,,"2nd quarter 2014","Dealings of adjacent land"
