"No","Type","Region","City,Town,Ward,Village code","Prefecture","City,Town,Ward,Village","Area","Nearest station：Name","Nearest station：Distance(minute)","Transaction-price(total)","Layout","Area(m^2)","Transaction-price(Unit price m^2)","Land shape","Frontage","Total floor area(m^2)","Year of construction","Building structure","Building use","Frontage road：Direction","Frontage road：Classification","Frontage road：Breadth(m)","City Planning","Maximus Building Coverage Ratio(%)","Maximus Floor-area Ratio(%)","Transaction period","Remarks"
207,"Residential Land(Land Only)","Residential Area","20203","Nagano Prefecture","Ueda City","Shimonojo","Uedahara","21",4000000,"","210",19000,"Trapezoidal Shaped","12.0","","","","","South","City Road",3.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
208,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Shimomaruko","Oya","30-60minutes",6000000,"","280",,"Rectangular Shaped","14.0","120","1982","W","House","Northwest","City Road",5.0,"Category 1 Exclusive Low Rise Residential District",60,100,"2nd quarter 2014",""
209,"Residential Land(Land Only)","Potential Residential Area","20203","Nagano Prefecture","Ueda City","Shimomaruko","Oya","30-60minutes",12000000,"","990",12000,"Irregular Shaped","26.0","","","","","South","City Road",4.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
210,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Sugadairakogen","Ueda","2H-",3000000,"","430",,"Semi-trapezoidal Shaped","30.0","35","1986","W","House","Southeast","Road",5.3,"Outside Urban Planning Area",,,"2nd quarter 2014",""
211,"Residential Land(Land and Building)","Commercial Area","20203","Nagano Prefecture","Ueda City","Sumiyoshi","Ueda","30-60minutes",13000000,"","260",,"Semi-shaped","17.0","180","1978","S","House, Factory","South","National Highway",12.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
212,"Residential Land(Land Only)","Residential Area","20203","Nagano Prefecture","Ueda City","Takeshiozawane","Oya","2H-",100000,"","960",100,"Trapezoidal Shaped","29.0","","","","","Southeast","City Road",4.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
213,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Takeshishimohon-iri","Oya","2H-",2500000,"","680",,"Irregular Shaped","27.0","120","1978","W","House","North","Prefectural Road",9.3,"Outside Urban Planning Area",,,"2nd quarter 2014",""
214,"Residential Land(Land Only)","Residential Area","20203","Nagano Prefecture","Ueda City","Takeshishimohon-iri","Oya","2H-",200000,"","470",430,"Irregular Shaped","","","","","","East","Road",2.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
215,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Chuo","Ueda","15",2400000,"","95",,"Semi-square Shaped","7.5","40","","W","House","North","Private Road",1.1,"Commercial District",80,500,"2nd quarter 2014",""
216,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Chuo","Ueda","13",46000000,"","810",,"Semi-shaped","27.5","220","1977","","","West","City Road",4.0,"Near Commercial District",80,300,"2nd quarter 2014",""
217,"Residential Land(Land Only)","Commercial Area","20203","Nagano Prefecture","Ueda City","Chuo","Ueda","16",21000000,"","310",69000,"&quot;Flag-shaped&quot; etc.","3.5","","","","","East","City Road",4.6,"Near Commercial District",80,300,"2nd quarter 2014",""
218,"Pre-owned Condominiums, etc.","","20203","Nagano Prefecture","Ueda City","Chuonishi","Ueda","21",2100000,"2LDK","45",,"","","","1991","S","House","","",,"Category 1 Residential District",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates, Dealings of non-redecorating real estate"
219,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Tsuiji","Uedahara","30-60minutes",14000000,"","320",,"Trapezoidal Shaped","15.0","120","1974","W","House","West","City Road",8.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
220,"Residential Land(Land Only)","Residential Area","20203","Nagano Prefecture","Ueda City","Tenjin","Ueda","3",12000000,"","165",74000,"Semi-trapezoidal Shaped","14.0","","","","","Northeast","City Road",4.6,"Category 1 Residential District",60,200,"2nd quarter 2014",""
221,"Pre-owned Condominiums, etc.","","20203","Nagano Prefecture","Ueda City","Tokiiri","Ueda","30-60minutes",3000000,"1K","25",,"","","","1991","SRC","House","","",,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014","Dealings of redecorated real estate"
222,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Tokiwagi","Ueda","20",13000000,"","330",,"Semi-square Shaped","17.4","150","1981","W","House","Northeast","City Road",2.9,"Category 1 Residential District",60,500,"2nd quarter 2014",""
223,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Tonoshiro","Oya","1H-1H30",620000,"","105",,"Irregular Shaped","17.0","75","1958","W","House","East","Road",5.2,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
224,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Tonoshiro","Oya","1H-1H30",5100000,"","1400",,"Semi-shaped","28.5","440","","","","Southwest","Road",2.7,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
225,"Agricultural Land","","20203","Nagano Prefecture","Ueda City","Nagase","","",100000,"","680",,"","","","","","","","",,"",,,"2nd quarter 2014",""
226,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Nakano","Nakano (Nagano)","9",20000000,"","270",,"Rectangular Shaped","14.5","130","2002","W","House","East","City Road",4.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
227,"Residential Land(Land Only)","Residential Area","20203","Nagano Prefecture","Ueda City","Nakanojo","Akasakaue","13",1200000,"","45",26000,"Semi-rectangular Shaped","3.0","","","","","Southeast","City Road",2.7,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
228,"Agricultural Land","","20203","Nagano Prefecture","Ueda City","Nishiuchi","","",410000,"","270",,"","","","","","","","",,"",,,"2nd quarter 2014",""
229,"Residential Land(Land and Building)","Commercial Area","20203","Nagano Prefecture","Ueda City","Besshoonsen","Besshoonsen","5",3500000,"","185",,"Semi-rectangular Shaped","8.5","80","1973","W","House","South","Prefectural Road",5.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",70,300,"2nd quarter 2014",""
230,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Besshoonsen","Besshoonsen","7",9500000,"","230",,"Irregular Shaped","22.0","60","2012","W","House","Northwest","City Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
231,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Mitakedo","Oya","1H-1H30",770000,"","370",,"Semi-rectangular Shaped","15.5","75","","W","House","Northeast","City Road",4.3,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
232,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Midorigaoka","Ueda","30-60minutes",3200000,"","450",,"Irregular Shaped","28.0","280","1987","W","House","West","City Road",2.7,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014","Dealings in which auction or arbiter participates"
233,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Yoshida","Oya","23",5000000,"","220",,"Trapezoidal Shaped","13.0","115","1986","W","House","Southeast","Road",4.6,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
234,"Residential Land(Land and Building)","Residential Area","20203","Nagano Prefecture","Ueda City","Yoshida","Oya","30-60minutes",18000000,"","300",,"Semi-trapezoidal Shaped","15.0","160","1995","W","House","Southwest","Road",8.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
235,"Residential Land(Land and Building)","Residential Area","20204","Nagano Prefecture","Okaya City","Osachi","Shimosuwa","30-60minutes",28000000,"","185",,"Semi-rectangular Shaped","8.0","","","","","North","Access Road",6.0,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
236,"Residential Land(Land Only)","Residential Area","20204","Nagano Prefecture","Okaya City","Osachikohagi","Shimosuwa","30-60minutes",5900000,"","150",39000,"Semi-rectangular Shaped","16.0","","","","","East","City Road",3.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
237,"Residential Land(Land Only)","Commercial Area","20204","Nagano Prefecture","Okaya City","Osachigongencho","Okaya","30-60minutes",11000000,"","600",17000,"Semi-rectangular Shaped","30.0","","","","","No facing road","",,"Semi-industrial District",60,200,"2nd quarter 2014",""
238,"Residential Land(Land Only)","Residential Area","20204","Nagano Prefecture","Okaya City","Osachigongencho","Okaya","30-60minutes",16000000,"","260",61000,"Semi-rectangular Shaped","13.5","","","","","South","City Road",6.2,"Category 1 Residential District",60,200,"2nd quarter 2014",""
239,"Residential Land(Land Only)","Residential Area","20204","Nagano Prefecture","Okaya City","Osachishizume","Okaya","30-60minutes",7600000,"","220",35000,"Rectangular Shaped","13.0","","","","","Southeast","City Road",8.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
240,"Residential Land(Land and Building)","Residential Area","20204","Nagano Prefecture","Okaya City","Osachishizume","Okaya","30-60minutes",3500000,"","230",,"Trapezoidal Shaped","19.0","130","1973","W","Housing Complex","Southeast","City Road",2.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
241,"Residential Land(Land Only)","Residential Area","20204","Nagano Prefecture","Okaya City","Osachishibamiya","Okaya","30-60minutes",7500000,"","160",46000,"Trapezoidal Shaped","10.5","","","","","South","City Road",5.5,"Semi-industrial District",60,200,"2nd quarter 2014",""
242,"Residential Land(Land Only)","Residential Area","20204","Nagano Prefecture","Okaya City","Osachinashikubo","Okaya","30-60minutes",13000000,"","680",19000,"Trapezoidal Shaped","23.5","","","","","Southwest","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
243,"Residential Land(Land and Building)","Residential Area","20204","Nagano Prefecture","Okaya City","Kawagishikami","Okaya","26",17000000,"","560",,"Irregular Shaped","29.5","210","1982","W","House","Northwest","City Road",5.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
244,"Residential Land(Land and Building)","Residential Area","20204","Nagano Prefecture","Okaya City","Kohan","Okaya","28",7500000,"","185",,"Rectangular Shaped","10.5","60","1972","W","House","Northeast","City Road",6.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
245,"Residential Land(Land Only)","Residential Area","20204","Nagano Prefecture","Okaya City","Shimmeicho","Okaya","30-60minutes",11000000,"","180",59000,"Rectangular Shaped","10.0","","","","","North","Access Road",5.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
246,"Residential Land(Land and Building)","Residential Area","20204","Nagano Prefecture","Okaya City","Daieicho","Okaya","18",5000000,"","135",,"Rectangular Shaped","9.0","","","","","North","City Road",5.4,"Semi-industrial District",60,200,"2nd quarter 2014",""
247,"Residential Land(Land Only)","Residential Area","20204","Nagano Prefecture","Okaya City","Tanakacho","Okaya","19",9000000,"","270",33000,"Irregular Shaped","12.0","","","","","Southwest","City Road",3.2,"Category 1 Residential District",60,200,"2nd quarter 2014",""
248,"Residential Land(Land and Building)","Residential Area","20204","Nagano Prefecture","Okaya City","Tsukamacho","Okaya","25",4500000,"","110",,"Semi-square Shaped","10.0","200","1970","S","","Northwest","City Road",5.5,"Semi-industrial District",60,200,"2nd quarter 2014",""
249,"Residential Land(Land Only)","Residential Area","20204","Nagano Prefecture","Okaya City","Horinouchi","Okaya","30-60minutes",22000000,"","700",31000,"Trapezoidal Shaped","21.5","","","","","Southwest","City Road",4.3,"Semi-industrial District",60,200,"2nd quarter 2014",""
250,"Residential Land(Land Only)","Commercial Area","20204","Nagano Prefecture","Okaya City","Honcho","Okaya","13",33000000,"","580",57000,"Irregular Shaped","","","","","","Southeast","City Road",6.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
251,"Residential Land(Land Only)","Residential Area","20204","Nagano Prefecture","Okaya City","Yamatecho","Okaya","13",4200000,"","210",20000,"Semi-rectangular Shaped","","","","","","East","Private Road",4.5,"Category 1 Residential District",60,200,"2nd quarter 2014",""
252,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Akebonocho","Iida","13",7000000,"","320",22000,"Irregular Shaped","8.5","","","","","Southeast","City Road",5.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
253,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Akebonocho","Iida","13",5000000,"","230",22000,"Semi-trapezoidal Shaped","20.0","","","","","Southeast","City Road",5.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
254,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Ikuracho","Kiriishi","21",15000000,"","440",35000,"Semi-trapezoidal Shaped","25.0","","","","","Northwest","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
255,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Osegi","Kiriishi","30-60minutes",2500000,"","2,000 m^2 or greater.",1200,"Semi-trapezoidal Shaped","37.0","","","","","No facing road","",,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
256,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Osegi","Kiriishi","30-60minutes",200000,"","320",630,"Semi-rectangular Shaped","15.0","","","","","East","City Road",2.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
257,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Osegi","Kiriishi","30-60minutes",15000000,"","330",,"Semi-trapezoidal Shaped","13.0","","","","","Northeast","City Road",4.8,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
258,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Osegi","Kiriishi","30-60minutes",500000,"","280",1800,"Semi-shaped","17.0","","","","","No facing road","",,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
259,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Osegi","Chiyo","29",30000000,"","470",,"Irregular Shaped","","130","2014","W","House","Southeast","City Road",5.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
260,"Residential Land(Land and Building)","Commercial Area","20205","Nagano Prefecture","Iida City","Odoori","Iida","6",130000000,"","770",,"Irregular Shaped","44.0","1100","1984","RC","Housing Complex, Shop","Northwest","City Road",8.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
261,"Residential Land(Land and Building)","Commercial Area","20205","Nagano Prefecture","Iida City","Kanae","Kanae","2",1400000,"","45",,"Trapezoidal Shaped","10.0","55","1953","W","House, Shop","West","City Road",5.2,"Near Commercial District",80,200,"2nd quarter 2014",""
262,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kanae","Kanae","7",46000000,"","1500",30000,"Semi-trapezoidal Shaped","33.7","","","","","South","City Road",5.0,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
263,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kanae","Kanae","7",36000000,"","1200",30000,"Semi-rectangular Shaped","27.3","","","","","South","City Road",5.0,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
264,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kanae","Kanae","6",61000000,"","2,000 m^2 or greater.",30000,"Semi-rectangular Shaped","39.7","","","","","West","City Road",10.3,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
265,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Kanae","Kanae","18",26000000,"","195",,"Semi-trapezoidal Shaped","11.0","110","2014","W","House","South","City Road",4.5,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
266,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kanae","Kanae","8",12000000,"","330",37000,"Semi-rectangular Shaped","16.0","","","","","Southeast","City Road",2.4,"Category 1 Residential District",60,200,"2nd quarter 2014",""
267,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kanae","Kanae","21",8500000,"","250",33000,"Irregular Shaped","5.0","","","","","Southwest","City Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
268,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kamisatokuroda","Inakamisato","4",9000000,"","440",20000,"Semi-rectangular Shaped","17.0","","","","","Southwest","City Road",10.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
269,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kamisatobeppu","Inakamisato","20",6100000,"","210",29000,"Semi-rectangular Shaped","14.0","","","","","North","City Road",7.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
270,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kawaji","Tenryukyo","21",3000000,"","930",3200,"Semi-rectangular Shaped","22.0","","","","","South","City Road",6.8,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
271,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kitagata","Kiriishi","18",8000000,"","330",24000,"Semi-rectangular Shaped","12.0","","","","","Southeast","City Road",3.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
272,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Kitagata","Kiriishi","20",28000000,"","300",,"Semi-rectangular Shaped","13.4","120","2014","W","House","West","Private Road",6.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
273,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Kega","Kega","5",9800000,"","300",33000,"Semi-square Shaped","19.0","","","","","Southwest","City Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
274,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Kodemmacho","Sakuramachi (Nagano)","4",3000000,"","95",,"Semi-rectangular Shaped","5.5","90","1968","W","House","Northwest","City Road",10.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
275,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Zakoji","Motozenkoji","7",1200000,"","45",26000,"Irregular Shaped","14.0","","","","","Southeast","Prefectural Road",3.3,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
276,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Zakoji","Motozenkoji","5",12000000,"","490",,"Semi-rectangular Shaped","17.0","","1992","W","","West","City Road",2.2,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
277,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Shima","Tokimata","7",2300000,"","150",15000,"Semi-rectangular Shaped","13.8","","","","","Northeast","City Road",8.0,"Exclusive Industrial District",60,200,"2nd quarter 2014",""
278,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Shima","Tokimata","7",820000,"","55",15000,"Semi-rectangular Shaped","5.0","","","","","Northeast","City Road",8.0,"Exclusive Industrial District",60,200,"2nd quarter 2014",""
279,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Shima","Tokimata","7",1300000,"","85",15000,"Semi-rectangular Shaped","5.5","","","","","Northeast","City Road",8.0,"Exclusive Industrial District",60,200,"2nd quarter 2014",""
280,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Shima","Tokimata","7",2100000,"","135",15000,"Semi-rectangular Shaped","4.8","","","","","Southeast","City Road",8.0,"Exclusive Industrial District",60,200,"2nd quarter 2014",""
281,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Shimohisakata","Inayawata","30-60minutes",100000,"","165",610,"Irregular Shaped","38.0","","","","","Southwest","City Road",10.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
282,"Residential Land(Land Only)","Commercial Area","20205","Nagano Prefecture","Iida City","Sunaharaicho","Iida","26",6100000,"","160",38000,"Semi-shaped","18.5","","","","","Southwest","Prefectural Road",12.0,"Near Commercial District",80,200,"2nd quarter 2014",""
283,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Daioji","Sakuramachi (Nagano)","2",3500000,"","60",,"Semi-rectangular Shaped","8.0","105","1970","W","House","North","City Road",6.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
284,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Dashina","Dashina","16",13000000,"","210",,"Semi-rectangular Shaped","18.0","120","1988","W","House","West","Private Road",4.1,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014","Dealings including private road"
285,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Tatsue","Tenryukyo","16",810000,"","175",4700,"Semi-rectangular Shaped","22.0","","","","","North","City Road",2.5,"Outside Urban Planning Area",,,"2nd quarter 2014",""
286,"Residential Land(Land Only)","Commercial Area","20205","Nagano Prefecture","Iida City","Chikumachi","Iida","7",1700000,"","35",53000,"Semi-square Shaped","5.7","","","","","Northwest","City Road",16.0,"Commercial District",80,400,"2nd quarter 2014",""
287,"Residential Land(Land Only)","Commercial Area","20205","Nagano Prefecture","Iida City","Chikumachi","Iida","7",6800000,"","130",53000,"Irregular Shaped","15.5","","","","","Northwest","City Road",16.0,"Commercial District",80,400,"2nd quarter 2014",""
288,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Chihae","Chiyo","29",30000000,"","420",,"Irregular Shaped","","130","2014","W","House","Southeast","City Road",5.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
289,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Temmacho","Sakuramachi (Nagano)","6",6500000,"","140",,"Semi-rectangular Shaped","6.0","200","1953","W","House, Warehouse, Shop","Southeast","City Road",17.0,"Commercial District",80,400,"2nd quarter 2014",""
290,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Nakamura","Kiriishi","1H-1H30",1200000,"","380",3000,"Semi-trapezoidal Shaped","25.0","","","","","Southeast","Agricultural Road",1.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
291,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Matsuo","Inayawata","22",12000000,"","610",19000,"Semi-square Shaped","25.0","","","","","Southwest","City Road",4.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
292,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Matsuo","Inayawata","22",12000000,"","510",24000,"Semi-square Shaped","20.0","","","","","West","City Road",5.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
293,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Matsuo","Inayawata","12",6000000,"","185",32000,"Rectangular Shaped","10.0","","","","","East","City Road",4.4,"Category 1 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
294,"Residential Land(Land and Building)","Residential Area","20205","Nagano Prefecture","Iida City","Matsuo","Kega","8",11000000,"","480",,"Semi-rectangular Shaped","13.5","270","1987","W","House, Housing Complex","South","City Road",4.9,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,100,"2nd quarter 2014",""
295,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Matsuomyo","Inayawata","12",7800000,"","240",33000,"Rectangular Shaped","","","","","","Northwest","City Road",2.5,"Semi-industrial District",60,200,"2nd quarter 2014",""
296,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Minamishinanowada","Hiraoka","2H-",2000000,"","1300",1500,"Semi-rectangular Shaped","20.0","","","","","Southeast","National Highway",6.0,"Outside Urban Planning Area",,,"2nd quarter 2014",""
297,"Residential Land(Land Only)","Residential Area","20205","Nagano Prefecture","Iida City","Minozecho","Iida","8",2500000,"","100",25000,"Semi-trapezoidal Shaped","","","","","","No facing road","",,"Semi-industrial District",60,200,"2nd quarter 2014",""
298,"Residential Land(Land and Building)","Residential Area","20206","Nagano Prefecture","Suwa City","Oaza Kamisuwa","Kamisuwa","24",5500000,"","120",,"Irregular Shaped","14.5","95","1990","W","House","Southwest","City Road",6.7,"Category 1 Exclusive Low Rise Residential District",60,100,"2nd quarter 2014",""
299,"Residential Land(Land and Building)","Residential Area","20206","Nagano Prefecture","Suwa City","Oaza Konami","Kamisuwa","30-60minutes",16000000,"","180",,"Trapezoidal Shaped","17.0","110","1991","W","House","Northeast","City Road",5.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
300,"Residential Land(Land Only)","Residential Area","20206","Nagano Prefecture","Suwa City","Oaza Konami","Kamisuwa","1H-1H30",8400000,"","930",9100,"Semi-trapezoidal Shaped","23.0","","","","","Southeast","City Road",4.0,"Semi-industrial District",60,200,"2nd quarter 2014",""
301,"Residential Land(Land Only)","Residential Area","20206","Nagano Prefecture","Suwa City","Shibusaki","Kamisuwa","30-60minutes",12000000,"","320",36000,"Rectangular Shaped","10.5","","","","","North","City Road",5.0,"Category 2 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
302,"Residential Land(Land Only)","Commercial Area","20206","Nagano Prefecture","Suwa City","Jonan","Kamisuwa","29",30000000,"","450",67000,"Rectangular Shaped","13.0","","","","","Southeast","City Road",18.0,"Urban Planning Area outside Urbanization Area and Urbanization Control Area",60,200,"2nd quarter 2014",""
303,"Residential Land(Land Only)","Residential Area","20206","Nagano Prefecture","Suwa City","Oaza Toyoda","Kamisuwa","30-60minutes",6900000,"","190",36000,"Square Shaped","8.0","","","","","North","Private Road",5.0,"Category 1 Exclusive Low Rise Residential District",50,80,"2nd quarter 2014",""
304,"Residential Land(Land Only)","Residential Area","20206","Nagano Prefecture","Suwa City","Oaza Toyoda","Kamisuwa","30-60minutes",6000000,"","135",44000,"Trapezoidal Shaped","8.5","","","","","North","Prefectural Road",16.0,"Category 1 Residential District",60,200,"2nd quarter 2014",""
305,"Residential Land(Land and Building)","Commercial Area","20206","Nagano Prefecture","Suwa City","Oaza Nakasu","Kamisuwa","30-60minutes",700000000,"","2,000 m^2 or greater.",,"Irregular Shaped","38.0","1900","2006","RC","Other","Southeast","Prefectural Road",9.5,"Semi-industrial District",60,200,"2nd quarter 2014",""
306,"Residential Land(Land Only)","Residential Area","20206","Nagano Prefecture","Suwa City","Oaza Nakasu","Kamisuwa","30-60minutes",34000000,"","880",39000,"Rectangular Shaped","22.0","","","","","Northeast","City Road",5.3,"Semi-industrial District",60,200,"2nd quarter 2014",""
307,"Residential Land(Land and Building)","Residential Area","20206","Nagano Prefecture","Suwa City","Oaza Nakasu","Kamisuwa","30-60minutes",5200000,"","200",,"&quot;Flag-shaped&quot; etc.","","95","1985","W","House","Northeast","Private Road",4.0,"Category 2 Exclusive Mid-high Rise Residential District",60,200,"2nd quarter 2014",""
